Yield_mean,Predicted_Yield,Crop_type,FIELDID,Year,Week
2.17,2.2435422,Maize,FS106208,2022,23
2.17,2.434759,Maize,FS106208,2022,26
2.17,2.4242604,Maize,FS106208,2022,28
2.17,2.2398412,Maize,FS106208,2022,30
2.17,2.1784387,Maize,FS106208,2022,31
2.17,2.228615,Maize,FS106208,2022,33
2.17,2.4385543,Maize,FS106208,2022,40
2.17,2.253777,Maize,FS106208,2022,42
2.17,2.2671134,Maize,FS106208,2022,47
2.17,2.3543696,Maize,FS106208,2022,50
8.26,8.225675,Maize,FS106261,2018,6
8.26,8.302337,Maize,FS106261,2018,7
8.26,8.178956,Maize,FS106261,2018,11
8.26,7.9373145,Maize,FS106261,2018,14
8.26,8.071476,Maize,FS106261,2018,19
8.26,8.609113,Maize,FS106261,2018,21
8.26,8.492883,Maize,FS106261,2018,24
8.26,8.454421,Maize,FS106261,2018,26
8.26,8.523253,Maize,FS106261,2018,30
8.26,8.366915,Maize,FS106261,2018,33
8.26,8.56772,Maize,FS106261,2018,35
8.26,8.168469,Maize,FS106261,2018,36
8.26,8.244495,Maize,FS106261,2018,38
8.26,8.280422,Maize,FS106261,2018,40
8.26,8.270891,Maize,FS106261,2018,42
8.26,8.481826,Maize,FS106261,2018,48
8.26,8.275234,Maize,FS106261,2018,52
4.63,4.6129546,Maize,FS106261,2019,3
4.63,4.930842,Maize,FS106261,2019,19
4.63,4.801929,Maize,FS106261,2019,20
4.63,4.6707892,Maize,FS106261,2019,22
4.63,4.6011877,Maize,FS106261,2019,26
4.63,4.750089,Maize,FS106261,2019,27
4.63,4.724552,Maize,FS106261,2019,29
4.63,4.8971887,Maize,FS106261,2019,32
4.63,4.502216,Maize,FS106261,2019,36
4.63,4.6717944,Maize,FS106261,2019,38
4.63,4.836476,Maize,FS106261,2019,39
4.63,4.5882893,Maize,FS106261,2019,41
4.63,4.480885,Maize,FS106261,2019,43
4.63,4.8991275,Maize,FS106261,2019,48
6.96,6.5150204,Maize,FS106261,2021,11
6.96,6.739011,Maize,FS106261,2021,15
6.96,6.3764973,Maize,FS106261,2021,17
6.96,6.692704,Maize,FS106261,2021,18
6.96,6.785307,Maize,FS106261,2021,20
6.96,6.3167367,Maize,FS106261,2021,23
6.96,6.527901,Maize,FS106261,2021,25
6.96,6.456801,Maize,FS106261,2021,27
6.96,6.383305,Maize,FS106261,2021,30
6.96,6.5240827,Maize,FS106261,2021,34
6.96,6.7573543,Maize,FS106261,2021,37
6.96,6.5614324,Maize,FS106261,2021,39
6.96,6.624719,Maize,FS106261,2021,41
6.96,6.4347825,Maize,FS106261,2021,46
6.96,6.7937417,Maize,FS106261,2021,47
7.69,7.681948,Maize,FS106261,2023,7
7.69,7.9627523,Maize,FS106261,2023,9
7.69,7.7534914,Maize,FS106261,2023,10
7.69,7.7906756,Maize,FS106261,2023,14
7.69,7.9646435,Maize,FS106261,2023,17
7.69,7.968746,Maize,FS106261,2023,21
7.69,7.76651,Maize,FS106261,2023,24
7.69,8.025738,Maize,FS106261,2023,26
7.69,8.011003,Maize,FS106261,2023,27
7.69,7.8541884,Maize,FS106261,2023,29
7.69,7.6475973,Maize,FS106261,2023,33
7.69,7.631329,Maize,FS106261,2023,34
7.69,7.8009157,Maize,FS106261,2023,36
7.69,7.944667,Maize,FS106261,2023,39
7.69,7.9922414,Maize,FS106261,2023,45
7.69,7.6998634,Maize,FS106261,2023,46
7.69,7.9253144,Maize,FS106261,2023,50
7.69,7.8240595,Maize,FS106261,2023,52
7.51,7.4289656,Maize,FS106392,2018,6
7.51,7.418247,Maize,FS106392,2018,7
7.51,7.292008,Maize,FS106392,2018,11
7.51,7.6409736,Maize,FS106392,2018,14
7.51,7.3000855,Maize,FS106392,2018,19
7.51,7.487502,Maize,FS106392,2018,21
7.51,7.3155794,Maize,FS106392,2018,24
7.51,7.4546227,Maize,FS106392,2018,26
7.51,7.531349,Maize,FS106392,2018,30
7.51,7.275061,Maize,FS106392,2018,35
7.51,7.4481955,Maize,FS106392,2018,36
7.51,7.417633,Maize,FS106392,2018,38
7.51,7.3116355,Maize,FS106392,2018,40
7.51,7.343903,Maize,FS106392,2018,42
7.51,7.5885105,Maize,FS106392,2018,48
7.51,7.5109076,Maize,FS106392,2018,52
4.63,4.8839893,Maize,FS106392,2021,11
4.63,5.0494566,Maize,FS106392,2021,15
4.63,4.953721,Maize,FS106392,2021,17
4.63,4.953875,Maize,FS106392,2021,18
4.63,4.871098,Maize,FS106392,2021,20
4.63,5.0796537,Maize,FS106392,2021,23
4.63,4.9580154,Maize,FS106392,2021,25
4.63,4.9485273,Maize,FS106392,2021,27
4.63,5.105808,Maize,FS106392,2021,30
4.63,5.0125213,Maize,FS106392,2021,34
4.63,5.053655,Maize,FS106392,2021,37
4.63,4.8315716,Maize,FS106392,2021,39
4.63,5.1218543,Maize,FS106392,2021,41
4.63,5.1634407,Maize,FS106392,2021,46
4.63,4.7801895,Maize,FS106392,2021,47
7.21,6.9960995,Maize,FS106392,2023,7
7.21,6.9652677,Maize,FS106392,2023,9
7.21,6.9185033,Maize,FS106392,2023,10
7.21,6.8503194,Maize,FS106392,2023,14
7.21,6.9787693,Maize,FS106392,2023,17
7.21,7.1048994,Maize,FS106392,2023,21
7.21,7.013344,Maize,FS106392,2023,24
7.21,7.0113378,Maize,FS106392,2023,26
7.21,7.3047495,Maize,FS106392,2023,27
7.21,6.946748,Maize,FS106392,2023,29
7.21,7.1733875,Maize,FS106392,2023,33
7.21,7.0461025,Maize,FS106392,2023,34
7.21,7.011521,Maize,FS106392,2023,36
7.21,7.170927,Maize,FS106392,2023,39
7.21,7.0288424,Maize,FS106392,2023,45
7.21,6.9705434,Maize,FS106392,2023,46
7.21,7.085422,Maize,FS106392,2023,50
7.21,7.0977645,Maize,FS106392,2023,52
4.57,4.6190534,Maize,FS106601,2019,3
4.57,4.4762454,Maize,FS106601,2019,19
4.57,4.3842454,Maize,FS106601,2019,20
4.57,4.3275986,Maize,FS106601,2019,22
4.57,4.3294163,Maize,FS106601,2019,26
4.57,4.2201877,Maize,FS106601,2019,27
4.57,4.5224314,Maize,FS106601,2019,29
4.57,4.562768,Maize,FS106601,2019,32
4.57,4.2616224,Maize,FS106601,2019,36
4.57,4.3333383,Maize,FS106601,2019,38
4.57,4.60769,Maize,FS106601,2019,39
4.57,4.676164,Maize,FS106601,2019,41
4.57,4.581234,Maize,FS106601,2019,43
4.57,4.738389,Maize,FS106601,2019,48
3.82,3.9863331,Maize,FS106601,2020,6
3.82,3.8267624,Maize,FS106601,2020,8
3.82,3.0305176,Maize,FS106601,2020,10
3.82,3.5185933,Maize,FS106601,2020,13
3.82,3.6269238,Maize,FS106601,2020,16
3.82,3.4379349,Maize,FS106601,2020,18
3.82,3.7484882,Maize,FS106601,2020,20
3.82,3.8565078,Maize,FS106601,2020,23
3.82,3.8806581,Maize,FS106601,2020,25
3.82,3.938449,Maize,FS106601,2020,28
3.82,3.8762178,Maize,FS106601,2020,32
3.82,3.983325,Maize,FS106601,2020,34
3.82,3.9178183,Maize,FS106601,2020,35
3.82,3.9351704,Maize,FS106601,2020,37
3.82,3.7765324,Maize,FS106601,2020,39
3.82,3.7270885,Maize,FS106601,2020,42
3.82,3.6293678,Maize,FS106601,2020,47
3.82,3.7103462,Maize,FS106601,2020,51
4.49,4.8019223,Maize,FS106601,2021,11
4.49,4.7429748,Maize,FS106601,2021,15
4.49,4.49881,Maize,FS106601,2021,17
4.49,4.6446905,Maize,FS106601,2021,18
4.49,4.687206,Maize,FS106601,2021,20
4.49,4.556413,Maize,FS106601,2021,23
4.49,4.9101353,Maize,FS106601,2021,25
4.49,4.6687756,Maize,FS106601,2021,27
4.49,5.037171,Maize,FS106601,2021,30
4.49,4.5939717,Maize,FS106601,2021,34
4.49,4.8958454,Maize,FS106601,2021,37
4.49,4.6892924,Maize,FS106601,2021,39
4.49,4.793159,Maize,FS106601,2021,41
4.49,4.655285,Maize,FS106601,2021,46
4.49,4.5303907,Maize,FS106601,2021,47
3.12,2.896455,Maize,FS106601,2022,6
3.12,2.5373945,Maize,FS106601,2022,7
3.12,2.671734,Maize,FS106601,2022,11
3.12,2.964975,Maize,FS106601,2022,14
3.12,2.8009596,Maize,FS106601,2022,18
3.12,2.8442943,Maize,FS106601,2022,21
3.12,2.8979023,Maize,FS106601,2022,23
3.12,2.6335173,Maize,FS106601,2022,26
3.12,2.7482636,Maize,FS106601,2022,28
3.12,2.580044,Maize,FS106601,2022,30
3.12,2.6000576,Maize,FS106601,2022,31
3.12,2.9940279,Maize,FS106601,2022,33
3.12,3.1064043,Maize,FS106601,2022,40
3.12,2.9521978,Maize,FS106601,2022,42
3.12,2.6716144,Maize,FS106601,2022,47
3.12,2.8221984,Maize,FS106601,2022,50
7.17,6.875029,Maize,FS106639,2018,6
7.17,7.0014505,Maize,FS106639,2018,7
7.17,7.3084483,Maize,FS106639,2018,11
7.17,6.776685,Maize,FS106639,2018,14
7.17,6.423818,Maize,FS106639,2018,19
7.17,7.060084,Maize,FS106639,2018,21
7.17,6.890672,Maize,FS106639,2018,24
7.17,6.7931547,Maize,FS106639,2018,26
7.17,6.991642,Maize,FS106639,2018,30
7.17,6.287201,Maize,FS106639,2018,33
7.17,7.096424,Maize,FS106639,2018,35
7.17,6.67677,Maize,FS106639,2018,36
7.17,6.61712,Maize,FS106639,2018,38
7.17,7.1611633,Maize,FS106639,2018,40
7.17,6.8405952,Maize,FS106639,2018,42
7.17,7.242087,Maize,FS106639,2018,48
7.17,7.096402,Maize,FS106639,2018,52
4.56,4.469529,Maize,FS106639,2019,3
4.56,4.195018,Maize,FS106639,2019,19
4.56,4.385632,Maize,FS106639,2019,20
4.56,4.5240827,Maize,FS106639,2019,22
4.56,4.5996995,Maize,FS106639,2019,26
4.56,4.615636,Maize,FS106639,2019,27
4.56,4.6524787,Maize,FS106639,2019,29
4.56,4.499353,Maize,FS106639,2019,32
4.56,4.7240505,Maize,FS106639,2019,36
4.56,4.9763646,Maize,FS106639,2019,38
4.56,4.5737295,Maize,FS106639,2019,39
4.56,4.6102567,Maize,FS106639,2019,41
4.56,4.6412373,Maize,FS106639,2019,43
4.56,4.823274,Maize,FS106639,2019,48
4.55,4.47135,Maize,FS106639,2020,6
4.55,4.379003,Maize,FS106639,2020,8
4.55,4.5551577,Maize,FS106639,2020,10
4.55,4.635777,Maize,FS106639,2020,13
4.55,4.5048084,Maize,FS106639,2020,16
4.55,4.5636263,Maize,FS106639,2020,18
4.55,5.0220175,Maize,FS106639,2020,20
4.55,4.6599946,Maize,FS106639,2020,23
4.55,4.7395563,Maize,FS106639,2020,25
4.55,4.372287,Maize,FS106639,2020,28
4.55,4.4795547,Maize,FS106639,2020,32
4.55,4.500387,Maize,FS106639,2020,34
4.55,4.5447664,Maize,FS106639,2020,35
4.55,4.462711,Maize,FS106639,2020,37
4.55,5.17511,Maize,FS106639,2020,39
4.55,4.473867,Maize,FS106639,2020,42
4.55,5.0917153,Maize,FS106639,2020,47
4.55,4.5363126,Maize,FS106639,2020,51
5.95,5.9267545,Maize,FS106639,2021,11
5.95,6.154503,Maize,FS106639,2021,15
5.95,6.381189,Maize,FS106639,2021,17
5.95,6.5007443,Maize,FS106639,2021,18
5.95,5.9630303,Maize,FS106639,2021,20
5.95,6.158149,Maize,FS106639,2021,23
5.95,6.055039,Maize,FS106639,2021,25
5.95,6.262275,Maize,FS106639,2021,27
5.95,5.9246516,Maize,FS106639,2021,30
5.95,5.97138,Maize,FS106639,2021,34
5.95,6.062222,Maize,FS106639,2021,37
5.95,6.15366,Maize,FS106639,2021,39
5.95,6.2505684,Maize,FS106639,2021,41
5.95,6.094928,Maize,FS106639,2021,46
5.95,6.0457106,Maize,FS106639,2021,47
6.5,6.5153565,Maize,FS106639,2023,7
6.5,6.141116,Maize,FS106639,2023,9
6.5,6.318069,Maize,FS106639,2023,10
6.5,6.728743,Maize,FS106639,2023,14
6.5,6.743012,Maize,FS106639,2023,17
6.5,6.303869,Maize,FS106639,2023,21
6.5,6.744389,Maize,FS106639,2023,24
6.5,6.442776,Maize,FS106639,2023,26
6.5,6.389073,Maize,FS106639,2023,27
6.5,6.3359885,Maize,FS106639,2023,29
6.5,6.2468796,Maize,FS106639,2023,33
6.5,6.19597,Maize,FS106639,2023,34
6.5,6.594015,Maize,FS106639,2023,36
6.5,6.4705873,Maize,FS106639,2023,39
6.5,6.505639,Maize,FS106639,2023,45
6.5,6.7002707,Maize,FS106639,2023,46
6.5,6.4002843,Maize,FS106639,2023,50
6.5,6.8593025,Maize,FS106639,2023,52
2.61,2.7455232,Maize,FS106738,2018,6
2.61,2.800628,Maize,FS106738,2018,7
2.61,2.7804582,Maize,FS106738,2018,11
2.61,2.8241904,Maize,FS106738,2018,14
2.61,3.4636612,Maize,FS106738,2018,19
2.61,3.142036,Maize,FS106738,2018,21
2.61,2.9236038,Maize,FS106738,2018,24
2.61,2.7793484,Maize,FS106738,2018,26
2.61,3.2338881,Maize,FS106738,2018,30
2.61,3.7765656,Maize,FS106738,2018,33
2.61,2.816056,Maize,FS106738,2018,35
2.61,3.3880076,Maize,FS106738,2018,36
2.61,2.9885263,Maize,FS106738,2018,38
2.61,3.2228673,Maize,FS106738,2018,40
2.61,2.6493025,Maize,FS106738,2018,42
2.61,3.2152965,Maize,FS106738,2018,48
2.61,2.9452882,Maize,FS106738,2018,52
3.65,3.632588,Maize,FS106738,2019,3
3.65,3.8228145,Maize,FS106738,2019,19
3.65,3.6238315,Maize,FS106738,2019,20
3.65,3.4126275,Maize,FS106738,2019,22
3.65,3.6768544,Maize,FS106738,2019,26
3.65,3.5977013,Maize,FS106738,2019,27
3.65,3.7545543,Maize,FS106738,2019,29
3.65,4.0661054,Maize,FS106738,2019,32
3.65,3.734183,Maize,FS106738,2019,36
3.65,3.4658215,Maize,FS106738,2019,38
3.65,3.685859,Maize,FS106738,2019,39
3.65,3.4622803,Maize,FS106738,2019,41
3.65,3.4234028,Maize,FS106738,2019,43
3.65,3.4517527,Maize,FS106738,2019,48
5.33,5.097569,Maize,FS106738,2022,6
5.33,5.439274,Maize,FS106738,2022,7
5.33,5.1883607,Maize,FS106738,2022,11
5.33,5.134509,Maize,FS106738,2022,14
5.33,3.7775526,Maize,FS106738,2022,18
5.33,4.7464356,Maize,FS106738,2022,21
5.33,5.1165795,Maize,FS106738,2022,23
5.33,5.225598,Maize,FS106738,2022,26
5.33,3.999127,Maize,FS106738,2022,28
5.33,5.0508175,Maize,FS106738,2022,30
5.33,4.879107,Maize,FS106738,2022,31
5.33,4.902056,Maize,FS106738,2022,33
5.33,4.628592,Maize,FS106738,2022,40
5.33,5.2199035,Maize,FS106738,2022,42
5.33,5.048113,Maize,FS106738,2022,47
5.33,5.163747,Maize,FS106738,2022,50
8.3,8.484469,Maize,FS106738,2023,7
8.3,9.094965,Maize,FS106738,2023,9
8.3,8.482541,Maize,FS106738,2023,10
8.3,8.625795,Maize,FS106738,2023,14
8.3,8.373885,Maize,FS106738,2023,17
8.3,8.714854,Maize,FS106738,2023,21
8.3,8.13902,Maize,FS106738,2023,24
8.3,8.592041,Maize,FS106738,2023,26
8.3,8.825486,Maize,FS106738,2023,27
8.3,8.534372,Maize,FS106738,2023,29
8.3,8.657376,Maize,FS106738,2023,33
8.3,8.716674,Maize,FS106738,2023,34
8.3,8.177251,Maize,FS106738,2023,36
8.3,8.132364,Maize,FS106738,2023,39
8.3,8.356326,Maize,FS106738,2023,45
8.3,7.9938326,Maize,FS106738,2023,46
8.3,8.359983,Maize,FS106738,2023,50
8.3,8.33847,Maize,FS106738,2023,52
5.88,5.834481,Maize,FS106927,2018,6
5.88,5.9774714,Maize,FS106927,2018,7
5.88,5.988823,Maize,FS106927,2018,11
5.88,5.9324985,Maize,FS106927,2018,14
5.88,6.0885425,Maize,FS106927,2018,19
5.88,6.117155,Maize,FS106927,2018,21
5.88,5.97828,Maize,FS106927,2018,24
5.88,5.903757,Maize,FS106927,2018,26
5.88,5.849429,Maize,FS106927,2018,30
5.88,5.663514,Maize,FS106927,2018,33
5.88,6.0248637,Maize,FS106927,2018,35
5.88,6.1031313,Maize,FS106927,2018,36
5.88,5.8403573,Maize,FS106927,2018,38
5.88,5.7404556,Maize,FS106927,2018,40
5.88,5.7619276,Maize,FS106927,2018,42
5.88,6.1578054,Maize,FS106927,2018,48
5.88,5.9506927,Maize,FS106927,2018,52
4.54,4.5409408,Maize,FS106927,2019,3
4.54,4.4446597,Maize,FS106927,2019,19
4.54,4.295887,Maize,FS106927,2019,20
4.54,4.448536,Maize,FS106927,2019,22
4.54,4.5377536,Maize,FS106927,2019,26
4.54,4.747016,Maize,FS106927,2019,27
4.54,4.5185084,Maize,FS106927,2019,29
4.54,4.785403,Maize,FS106927,2019,32
4.54,4.5957675,Maize,FS106927,2019,36
4.54,4.523144,Maize,FS106927,2019,38
4.54,4.4817123,Maize,FS106927,2019,39
4.54,4.5192537,Maize,FS106927,2019,41
4.54,4.391147,Maize,FS106927,2019,43
4.54,4.541478,Maize,FS106927,2019,48
6.93,6.8204436,Maize,FS106927,2021,11
6.93,6.8941193,Maize,FS106927,2021,15
6.93,6.6207867,Maize,FS106927,2021,17
6.93,6.8544936,Maize,FS106927,2021,18
6.93,6.9217567,Maize,FS106927,2021,20
6.93,6.586207,Maize,FS106927,2021,23
6.93,6.5749097,Maize,FS106927,2021,25
6.93,6.848497,Maize,FS106927,2021,27
6.93,6.5976553,Maize,FS106927,2021,30
6.93,6.691038,Maize,FS106927,2021,34
6.93,6.865088,Maize,FS106927,2021,37
6.93,6.6563993,Maize,FS106927,2021,39
6.93,6.634793,Maize,FS106927,2021,41
6.93,6.888168,Maize,FS106927,2021,46
6.93,6.886452,Maize,FS106927,2021,47
3.08,3.0804334,Maize,FS106927,2022,6
3.08,3.0126815,Maize,FS106927,2022,7
3.08,2.9918294,Maize,FS106927,2022,11
3.08,3.0359848,Maize,FS106927,2022,14
3.08,3.0923882,Maize,FS106927,2022,18
3.08,3.1038697,Maize,FS106927,2022,21
3.08,3.0626597,Maize,FS106927,2022,23
3.08,3.1770713,Maize,FS106927,2022,26
3.08,3.1928084,Maize,FS106927,2022,28
3.08,3.1190026,Maize,FS106927,2022,30
3.08,3.2024536,Maize,FS106927,2022,31
3.08,3.4130993,Maize,FS106927,2022,33
3.08,3.4755673,Maize,FS106927,2022,40
3.08,3.2278333,Maize,FS106927,2022,42
3.08,2.9544036,Maize,FS106927,2022,47
3.08,3.1131122,Maize,FS106927,2022,50
5.4,5.563414,Maize,FS106927,2023,7
5.4,5.5205545,Maize,FS106927,2023,9
5.4,5.585444,Maize,FS106927,2023,10
5.4,5.502483,Maize,FS106927,2023,14
5.4,5.5374494,Maize,FS106927,2023,17
5.4,5.5919614,Maize,FS106927,2023,21
5.4,5.690232,Maize,FS106927,2023,24
5.4,5.379171,Maize,FS106927,2023,26
5.4,5.5089364,Maize,FS106927,2023,27
5.4,5.487402,Maize,FS106927,2023,29
5.4,5.402558,Maize,FS106927,2023,33
5.4,5.475359,Maize,FS106927,2023,34
5.4,5.543856,Maize,FS106927,2023,36
5.4,5.524125,Maize,FS106927,2023,39
5.4,5.465495,Maize,FS106927,2023,45
5.4,5.702604,Maize,FS106927,2023,50
5.4,5.558548,Maize,FS106927,2023,52
6.97,7.00349,Maize,FS106966,2018,6
6.97,6.8289423,Maize,FS106966,2018,7
6.97,7.1772623,Maize,FS106966,2018,11
6.97,7.1136665,Maize,FS106966,2018,14
6.97,7.208707,Maize,FS106966,2018,19
6.97,6.917692,Maize,FS106966,2018,21
6.97,6.959752,Maize,FS106966,2018,24
6.97,7.2050104,Maize,FS106966,2018,26
6.97,6.93388,Maize,FS106966,2018,30
6.97,6.968992,Maize,FS106966,2018,33
6.97,7.015702,Maize,FS106966,2018,35
6.97,7.0033307,Maize,FS106966,2018,36
6.97,6.9902964,Maize,FS106966,2018,38
6.97,6.9277806,Maize,FS106966,2018,40
6.97,6.956437,Maize,FS106966,2018,42
6.97,6.8432727,Maize,FS106966,2018,48
6.97,6.770469,Maize,FS106966,2018,52
6.16,6.4331446,Maize,FS106966,2019,3
6.16,6.1366534,Maize,FS106966,2019,19
6.16,6.3667116,Maize,FS106966,2019,20
6.16,6.0596786,Maize,FS106966,2019,22
6.16,6.3016486,Maize,FS106966,2019,26
6.16,6.2708564,Maize,FS106966,2019,27
6.16,6.2224536,Maize,FS106966,2019,29
6.16,6.1597013,Maize,FS106966,2019,32
6.16,6.1184597,Maize,FS106966,2019,36
6.16,6.1028075,Maize,FS106966,2019,38
6.16,6.317931,Maize,FS106966,2019,39
6.16,6.2233734,Maize,FS106966,2019,41
6.16,6.249587,Maize,FS106966,2019,43
6.16,6.0981345,Maize,FS106966,2019,48
2.9,2.5700057,Maize,FS106966,2020,6
2.9,2.7642782,Maize,FS106966,2020,8
2.9,2.9868522,Maize,FS106966,2020,10
2.9,3.0345533,Maize,FS106966,2020,13
2.9,2.6563942,Maize,FS106966,2020,16
2.9,2.5611207,Maize,FS106966,2020,18
2.9,2.8201072,Maize,FS106966,2020,20
2.9,2.9132314,Maize,FS106966,2020,23
2.9,2.8949728,Maize,FS106966,2020,25
2.9,2.6903675,Maize,FS106966,2020,28
2.9,2.6131685,Maize,FS106966,2020,32
2.9,2.4142387,Maize,FS106966,2020,34
2.9,2.6897442,Maize,FS106966,2020,35
2.9,2.6018445,Maize,FS106966,2020,37
2.9,2.6702645,Maize,FS106966,2020,39
2.9,2.9732952,Maize,FS106966,2020,42
2.9,2.4599848,Maize,FS106966,2020,47
2.9,2.8976042,Maize,FS106966,2020,51
1.73,1.9898481,Maize,FS106966,2022,6
1.73,1.9817845,Maize,FS106966,2022,7
1.73,1.7875264,Maize,FS106966,2022,11
1.73,1.7640433,Maize,FS106966,2022,14
1.73,2.1444051,Maize,FS106966,2022,18
1.73,1.6154569,Maize,FS106966,2022,21
1.73,1.6722244,Maize,FS106966,2022,23
1.73,1.8920083,Maize,FS106966,2022,26
1.73,2.2446334,Maize,FS106966,2022,28
1.73,2.0472085,Maize,FS106966,2022,30
1.73,2.018572,Maize,FS106966,2022,31
1.73,1.7209985,Maize,FS106966,2022,33
1.73,1.8597082,Maize,FS106966,2022,47
1.73,1.7099619,Maize,FS106966,2022,50
5.98,5.9775057,Maize,FS106966,2023,7
5.98,6.0068192,Maize,FS106966,2023,9
5.98,6.0708838,Maize,FS106966,2023,10
5.98,6.05369,Maize,FS106966,2023,14
5.98,5.8844395,Maize,FS106966,2023,17
5.98,5.528617,Maize,FS106966,2023,21
5.98,6.0487366,Maize,FS106966,2023,24
5.98,5.9736905,Maize,FS106966,2023,26
5.98,6.185909,Maize,FS106966,2023,27
5.98,6.1655936,Maize,FS106966,2023,29
5.98,6.327943,Maize,FS106966,2023,33
5.98,5.820329,Maize,FS106966,2023,34
5.98,5.848031,Maize,FS106966,2023,36
5.98,6.0963087,Maize,FS106966,2023,39
5.98,5.6685114,Maize,FS106966,2023,45
5.98,6.290414,Maize,FS106966,2023,46
5.98,5.893928,Maize,FS106966,2023,50
5.98,5.8900747,Maize,FS106966,2023,52
5.14,5.258001,Maize,FS107032,2018,6
5.14,5.3033743,Maize,FS107032,2018,7
5.14,5.11681,Maize,FS107032,2018,11
5.14,5.472858,Maize,FS107032,2018,14
5.14,5.5534244,Maize,FS107032,2018,19
5.14,5.425961,Maize,FS107032,2018,21
5.14,4.9054184,Maize,FS107032,2018,24
5.14,5.292742,Maize,FS107032,2018,26
5.14,5.629472,Maize,FS107032,2018,30
5.14,5.2266197,Maize,FS107032,2018,33
5.14,5.1803985,Maize,FS107032,2018,35
5.14,5.2650986,Maize,FS107032,2018,36
5.14,5.280866,Maize,FS107032,2018,38
5.14,5.562599,Maize,FS107032,2018,40
5.14,5.0959334,Maize,FS107032,2018,42
5.14,5.493035,Maize,FS107032,2018,48
5.14,5.254276,Maize,FS107032,2018,52
4.28,4.2531333,Maize,FS107032,2019,3
4.28,4.3120027,Maize,FS107032,2019,19
4.28,3.9518304,Maize,FS107032,2019,20
4.28,4.2789288,Maize,FS107032,2019,22
4.28,4.1535444,Maize,FS107032,2019,26
4.28,4.262748,Maize,FS107032,2019,27
4.28,4.248356,Maize,FS107032,2019,29
4.28,4.0468903,Maize,FS107032,2019,32
4.28,4.300367,Maize,FS107032,2019,36
4.28,4.2448573,Maize,FS107032,2019,38
4.28,4.2299504,Maize,FS107032,2019,39
4.28,4.2695107,Maize,FS107032,2019,41
4.28,4.072007,Maize,FS107032,2019,43
4.28,4.164565,Maize,FS107032,2019,48
3.35,3.4326875,Maize,FS107032,2022,6
3.35,3.4991877,Maize,FS107032,2022,7
3.35,3.5104823,Maize,FS107032,2022,11
3.35,3.369282,Maize,FS107032,2022,14
3.35,3.555762,Maize,FS107032,2022,18
3.35,3.4105914,Maize,FS107032,2022,21
3.35,3.2797625,Maize,FS107032,2022,23
3.35,3.1449056,Maize,FS107032,2022,26
3.35,3.3151295,Maize,FS107032,2022,28
3.35,3.280016,Maize,FS107032,2022,30
3.35,3.2414527,Maize,FS107032,2022,31
3.35,3.663163,Maize,FS107032,2022,33
3.35,3.5298185,Maize,FS107032,2022,40
3.35,3.3560576,Maize,FS107032,2022,42
3.35,3.4261441,Maize,FS107032,2022,47
3.35,3.3691664,Maize,FS107032,2022,50
6.61,6.6074085,Maize,FS107032,2023,7
6.61,6.5600247,Maize,FS107032,2023,9
6.61,6.32359,Maize,FS107032,2023,10
6.61,6.6057553,Maize,FS107032,2023,14
6.61,6.527063,Maize,FS107032,2023,17
6.61,6.467419,Maize,FS107032,2023,21
6.61,6.648981,Maize,FS107032,2023,24
6.61,6.447396,Maize,FS107032,2023,26
6.61,6.6246142,Maize,FS107032,2023,27
6.61,6.575145,Maize,FS107032,2023,29
6.61,6.5216627,Maize,FS107032,2023,33
6.61,6.6150374,Maize,FS107032,2023,34
6.61,6.60489,Maize,FS107032,2023,36
6.61,6.4265456,Maize,FS107032,2023,39
6.61,6.7720175,Maize,FS107032,2023,45
6.61,6.302728,Maize,FS107032,2023,50
6.61,6.4089565,Maize,FS107032,2023,52
8.81,8.721762,Maize,FS107159,2018,6
8.81,8.725765,Maize,FS107159,2018,7
8.81,8.876788,Maize,FS107159,2018,11
8.81,8.773693,Maize,FS107159,2018,14
8.81,8.183985,Maize,FS107159,2018,19
8.81,8.864701,Maize,FS107159,2018,21
8.81,8.50106,Maize,FS107159,2018,24
8.81,8.555683,Maize,FS107159,2018,26
8.81,8.664375,Maize,FS107159,2018,30
8.81,8.350184,Maize,FS107159,2018,33
8.81,8.64004,Maize,FS107159,2018,35
8.81,7.9512997,Maize,FS107159,2018,36
8.81,8.715159,Maize,FS107159,2018,38
8.81,8.882276,Maize,FS107159,2018,40
8.81,8.448259,Maize,FS107159,2018,42
8.81,8.692719,Maize,FS107159,2018,52
4.55,4.809476,Maize,FS107159,2019,3
4.55,5.1621647,Maize,FS107159,2019,19
4.55,4.596305,Maize,FS107159,2019,20
4.55,4.6788974,Maize,FS107159,2019,22
4.55,4.6499586,Maize,FS107159,2019,26
4.55,4.886141,Maize,FS107159,2019,27
4.55,4.804528,Maize,FS107159,2019,29
4.55,4.5578394,Maize,FS107159,2019,32
4.55,4.719037,Maize,FS107159,2019,36
4.55,4.90621,Maize,FS107159,2019,38
4.55,4.7190547,Maize,FS107159,2019,39
4.55,4.4691124,Maize,FS107159,2019,41
4.55,4.96632,Maize,FS107159,2019,43
4.55,4.4321446,Maize,FS107159,2019,48
5.86,5.4488497,Maize,FS107159,2020,6
5.86,5.9072366,Maize,FS107159,2020,8
5.86,5.9967875,Maize,FS107159,2020,10
5.86,5.8039255,Maize,FS107159,2020,13
5.86,5.5950813,Maize,FS107159,2020,16
