Yield_mean,Predicted_Yield,Crop_type,FIELDID,Year,Week
5.86,5.6542826,Maize,FS107159,2020,18
5.86,5.528047,Maize,FS107159,2020,20
5.86,5.6834908,Maize,FS107159,2020,23
5.86,5.6423397,Maize,FS107159,2020,25
5.86,5.5189223,Maize,FS107159,2020,28
5.86,5.795695,Maize,FS107159,2020,32
5.86,5.6837983,Maize,FS107159,2020,34
5.86,5.557463,Maize,FS107159,2020,35
5.86,5.373126,Maize,FS107159,2020,37
5.86,5.680349,Maize,FS107159,2020,39
5.86,5.7898393,Maize,FS107159,2020,42
5.86,5.5997057,Maize,FS107159,2020,47
5.86,5.78697,Maize,FS107159,2020,51
7.36,7.6320753,Maize,FS107159,2023,7
7.36,7.613907,Maize,FS107159,2023,9
7.36,7.6990905,Maize,FS107159,2023,10
7.36,7.4149075,Maize,FS107159,2023,14
7.36,7.6701303,Maize,FS107159,2023,17
7.36,7.7366853,Maize,FS107159,2023,21
7.36,7.636265,Maize,FS107159,2023,24
7.36,7.8488297,Maize,FS107159,2023,26
7.36,7.7649546,Maize,FS107159,2023,27
7.36,7.5197463,Maize,FS107159,2023,29
7.36,7.476327,Maize,FS107159,2023,33
7.36,7.454424,Maize,FS107159,2023,34
7.36,7.534655,Maize,FS107159,2023,36
7.36,7.626231,Maize,FS107159,2023,39
7.36,7.732554,Maize,FS107159,2023,45
7.36,7.4886165,Maize,FS107159,2023,46
7.36,7.7979274,Maize,FS107159,2023,50
7.36,7.6385274,Maize,FS107159,2023,52
9.17,9.111698,Maize,FS107166,2018,6
9.17,9.116014,Maize,FS107166,2018,7
9.17,9.077753,Maize,FS107166,2018,11
9.17,9.143138,Maize,FS107166,2018,14
9.17,8.81169,Maize,FS107166,2018,19
9.17,9.217225,Maize,FS107166,2018,21
9.17,9.115713,Maize,FS107166,2018,24
9.17,9.044034,Maize,FS107166,2018,26
9.17,9.021593,Maize,FS107166,2018,30
9.17,9.060948,Maize,FS107166,2018,33
9.17,9.280048,Maize,FS107166,2018,35
9.17,8.73659,Maize,FS107166,2018,36
9.17,9.023319,Maize,FS107166,2018,38
9.17,9.108637,Maize,FS107166,2018,40
9.17,8.964455,Maize,FS107166,2018,42
9.17,9.124149,Maize,FS107166,2018,52
5.19,5.038927,Maize,FS107166,2019,3
5.19,5.190133,Maize,FS107166,2019,19
5.19,5.170341,Maize,FS107166,2019,20
5.19,5.119267,Maize,FS107166,2019,22
5.19,5.134237,Maize,FS107166,2019,26
5.19,5.163148,Maize,FS107166,2019,27
5.19,5.1802387,Maize,FS107166,2019,29
5.19,5.0903153,Maize,FS107166,2019,32
5.19,5.011004,Maize,FS107166,2019,36
5.19,5.271956,Maize,FS107166,2019,38
5.19,5.2017493,Maize,FS107166,2019,39
5.19,5.023269,Maize,FS107166,2019,41
5.19,5.180811,Maize,FS107166,2019,43
5.19,5.214345,Maize,FS107166,2019,48
6.07,5.762261,Maize,FS107166,2020,6
6.07,6.0654697,Maize,FS107166,2020,8
6.07,5.6852884,Maize,FS107166,2020,10
6.07,6.0402465,Maize,FS107166,2020,13
6.07,5.912894,Maize,FS107166,2020,16
6.07,6.2719774,Maize,FS107166,2020,18
6.07,5.8540697,Maize,FS107166,2020,20
6.07,5.8843246,Maize,FS107166,2020,23
6.07,5.6241016,Maize,FS107166,2020,25
6.07,5.807373,Maize,FS107166,2020,28
6.07,5.7841287,Maize,FS107166,2020,32
6.07,5.959852,Maize,FS107166,2020,34
6.07,6.0014777,Maize,FS107166,2020,35
6.07,5.8374524,Maize,FS107166,2020,37
6.07,5.915936,Maize,FS107166,2020,39
6.07,6.0987873,Maize,FS107166,2020,42
6.07,5.8515677,Maize,FS107166,2020,47
6.07,5.8996243,Maize,FS107166,2020,51
7.64,7.8911037,Maize,FS107166,2023,7
7.64,7.4225245,Maize,FS107166,2023,9
7.64,7.67433,Maize,FS107166,2023,10
7.64,7.541093,Maize,FS107166,2023,14
7.64,7.87801,Maize,FS107166,2023,17
7.64,7.8320537,Maize,FS107166,2023,21
7.64,7.8364296,Maize,FS107166,2023,24
7.64,7.994446,Maize,FS107166,2023,26
7.64,7.240745,Maize,FS107166,2023,27
7.64,8.027255,Maize,FS107166,2023,29
7.64,7.7956405,Maize,FS107166,2023,33
7.64,7.6236944,Maize,FS107166,2023,34
7.64,7.7632813,Maize,FS107166,2023,36
7.64,7.7137027,Maize,FS107166,2023,39
7.64,7.990896,Maize,FS107166,2023,45
7.64,7.613556,Maize,FS107166,2023,46
7.64,8.127777,Maize,FS107166,2023,50
7.64,7.9642177,Maize,FS107166,2023,52
8.84,8.531618,Maize,FS107169,2018,6
8.84,8.826323,Maize,FS107169,2018,7
8.84,8.769665,Maize,FS107169,2018,11
8.84,8.665368,Maize,FS107169,2018,14
8.84,7.8441663,Maize,FS107169,2018,19
8.84,8.6005535,Maize,FS107169,2018,21
8.84,8.524945,Maize,FS107169,2018,24
8.84,8.62754,Maize,FS107169,2018,26
8.84,8.33516,Maize,FS107169,2018,30
8.84,8.25211,Maize,FS107169,2018,35
8.84,7.5566792,Maize,FS107169,2018,36
8.84,9.015521,Maize,FS107169,2018,38
8.84,8.607287,Maize,FS107169,2018,40
8.84,8.496975,Maize,FS107169,2018,42
8.84,8.597852,Maize,FS107169,2018,52
3.49,3.6472232,Maize,FS107169,2019,3
3.49,3.862139,Maize,FS107169,2019,19
3.49,4.032071,Maize,FS107169,2019,20
3.49,4.0709023,Maize,FS107169,2019,22
3.49,3.8301613,Maize,FS107169,2019,26
3.49,4.3400617,Maize,FS107169,2019,27
3.49,4.0857224,Maize,FS107169,2019,29
3.49,4.084686,Maize,FS107169,2019,32
3.49,4.185486,Maize,FS107169,2019,36
3.49,3.8023431,Maize,FS107169,2019,38
3.49,3.9069836,Maize,FS107169,2019,39
3.49,3.6336884,Maize,FS107169,2019,41
3.49,4.0580907,Maize,FS107169,2019,43
3.49,4.0925465,Maize,FS107169,2019,48
4.04,4.3268857,Maize,FS107169,2020,6
4.04,4.531652,Maize,FS107169,2020,8
4.04,4.4257493,Maize,FS107169,2020,10
4.04,3.9371405,Maize,FS107169,2020,13
4.04,4.214876,Maize,FS107169,2020,16
4.04,3.9588156,Maize,FS107169,2020,18
4.04,4.427854,Maize,FS107169,2020,20
4.04,4.6092687,Maize,FS107169,2020,23
4.04,4.276452,Maize,FS107169,2020,25
4.04,4.789012,Maize,FS107169,2020,28
4.04,4.4131036,Maize,FS107169,2020,32
4.04,4.4980216,Maize,FS107169,2020,34
4.04,4.362094,Maize,FS107169,2020,35
4.04,4.433384,Maize,FS107169,2020,37
4.04,4.3846707,Maize,FS107169,2020,39
4.04,4.215202,Maize,FS107169,2020,42
4.04,4.336072,Maize,FS107169,2020,47
4.04,4.1213794,Maize,FS107169,2020,51
7.45,7.297846,Maize,FS107169,2023,7
7.45,7.372897,Maize,FS107169,2023,9
7.45,7.55016,Maize,FS107169,2023,10
7.45,7.060496,Maize,FS107169,2023,14
7.45,7.208376,Maize,FS107169,2023,17
7.45,6.983468,Maize,FS107169,2023,21
7.45,6.9079957,Maize,FS107169,2023,24
7.45,7.034894,Maize,FS107169,2023,26
7.45,7.364146,Maize,FS107169,2023,27
7.45,6.8232956,Maize,FS107169,2023,29
7.45,7.348648,Maize,FS107169,2023,33
7.45,7.398413,Maize,FS107169,2023,34
7.45,7.418596,Maize,FS107169,2023,36
7.45,6.9672227,Maize,FS107169,2023,39
7.45,6.913538,Maize,FS107169,2023,45
7.45,7.686422,Maize,FS107169,2023,46
7.45,7.077337,Maize,FS107169,2023,50
7.45,7.1265597,Maize,FS107169,2023,52
3.05,3.460049,Maize,FS107171,2018,6
3.05,3.3065202,Maize,FS107171,2018,7
3.05,3.1008759,Maize,FS107171,2018,11
3.05,3.144778,Maize,FS107171,2018,14
3.05,3.6903405,Maize,FS107171,2018,19
3.05,3.4000838,Maize,FS107171,2018,21
3.05,2.9575791,Maize,FS107171,2018,24
3.05,3.5875163,Maize,FS107171,2018,26
3.05,2.9752412,Maize,FS107171,2018,30
3.05,3.4269452,Maize,FS107171,2018,33
3.05,3.1415005,Maize,FS107171,2018,35
3.05,3.3331525,Maize,FS107171,2018,36
3.05,3.2791424,Maize,FS107171,2018,38
3.05,3.5028515,Maize,FS107171,2018,40
3.05,3.3663056,Maize,FS107171,2018,42
3.05,3.4137592,Maize,FS107171,2018,48
3.05,3.5859065,Maize,FS107171,2018,52
8.96,8.001992,Maize,FS107171,2021,15
8.96,8.369893,Maize,FS107171,2021,17
8.96,8.020469,Maize,FS107171,2021,18
8.96,8.6576,Maize,FS107171,2021,20
8.96,7.769832,Maize,FS107171,2021,23
8.96,7.9395757,Maize,FS107171,2021,25
8.96,8.039978,Maize,FS107171,2021,27
8.96,7.862037,Maize,FS107171,2021,30
8.96,8.588149,Maize,FS107171,2021,34
8.96,8.216987,Maize,FS107171,2021,37
8.96,8.456459,Maize,FS107171,2021,39
8.96,7.943822,Maize,FS107171,2021,41
8.96,8.286368,Maize,FS107171,2021,46
8.96,8.334398,Maize,FS107171,2021,47
2.78,3.2871578,Maize,FS107171,2022,6
2.78,3.5448675,Maize,FS107171,2022,7
2.78,3.4221606,Maize,FS107171,2022,11
2.78,3.2788827,Maize,FS107171,2022,14
2.78,3.4282951,Maize,FS107171,2022,18
2.78,2.9901886,Maize,FS107171,2022,21
2.78,2.8873415,Maize,FS107171,2022,23
2.78,3.5260348,Maize,FS107171,2022,26
2.78,4.0799212,Maize,FS107171,2022,28
2.78,3.5090618,Maize,FS107171,2022,30
2.78,3.497509,Maize,FS107171,2022,31
2.78,3.5973947,Maize,FS107171,2022,33
2.78,4.0410075,Maize,FS107171,2022,42
2.78,2.9680502,Maize,FS107171,2022,47
2.78,2.49718,Maize,FS107171,2022,50
8.25,8.26398,Maize,FS107171,2023,7
8.25,8.311054,Maize,FS107171,2023,9
8.25,8.743428,Maize,FS107171,2023,10
8.25,8.285195,Maize,FS107171,2023,14
8.25,8.287615,Maize,FS107171,2023,17
8.25,8.398734,Maize,FS107171,2023,21
8.25,8.384262,Maize,FS107171,2023,24
8.25,8.242415,Maize,FS107171,2023,26
8.25,8.131333,Maize,FS107171,2023,27
8.25,9.005834,Maize,FS107171,2023,29
8.25,8.35006,Maize,FS107171,2023,33
8.25,8.26063,Maize,FS107171,2023,34
8.25,8.841987,Maize,FS107171,2023,36
8.25,8.275224,Maize,FS107171,2023,39
8.25,8.152023,Maize,FS107171,2023,45
8.25,8.309841,Maize,FS107171,2023,46
8.25,7.9975967,Maize,FS107171,2023,50
8.25,8.1461315,Maize,FS107171,2023,52
3.17,3.4893687,Maize,FS107198,2018,6
3.17,3.5641513,Maize,FS107198,2018,7
3.17,3.3557365,Maize,FS107198,2018,11
3.17,3.3022313,Maize,FS107198,2018,14
3.17,3.9013667,Maize,FS107198,2018,19
3.17,3.8153715,Maize,FS107198,2018,21
3.17,3.2710838,Maize,FS107198,2018,24
3.17,3.230395,Maize,FS107198,2018,26
3.17,3.3787816,Maize,FS107198,2018,30
3.17,3.671683,Maize,FS107198,2018,33
3.17,3.125165,Maize,FS107198,2018,35
3.17,3.425114,Maize,FS107198,2018,36
3.17,3.1832702,Maize,FS107198,2018,38
3.17,3.3455098,Maize,FS107198,2018,40
3.17,3.4688034,Maize,FS107198,2018,42
3.17,3.9471922,Maize,FS107198,2018,48
3.17,3.2459466,Maize,FS107198,2018,52
6.03,5.7063284,Maize,FS107198,2020,6
6.03,5.5327373,Maize,FS107198,2020,8
6.03,5.8092346,Maize,FS107198,2020,10
6.03,5.728948,Maize,FS107198,2020,13
6.03,6.130696,Maize,FS107198,2020,16
6.03,6.1850123,Maize,FS107198,2020,18
6.03,5.783109,Maize,FS107198,2020,20
6.03,6.148093,Maize,FS107198,2020,23
6.03,6.460416,Maize,FS107198,2020,25
6.03,6.0274954,Maize,FS107198,2020,28
6.03,6.1988974,Maize,FS107198,2020,32
6.03,5.963049,Maize,FS107198,2020,34
6.03,6.102781,Maize,FS107198,2020,35
6.03,5.5095277,Maize,FS107198,2020,37
6.03,5.914678,Maize,FS107198,2020,39
6.03,6.1348796,Maize,FS107198,2020,42
6.03,5.7452464,Maize,FS107198,2020,47
6.03,6.1485443,Maize,FS107198,2020,51
7.86,7.9749804,Maize,FS107198,2021,15
7.86,8.00883,Maize,FS107198,2021,17
7.86,7.8493857,Maize,FS107198,2021,18
7.86,7.7855396,Maize,FS107198,2021,20
7.86,8.060653,Maize,FS107198,2021,23
7.86,7.8395963,Maize,FS107198,2021,25
7.86,8.479571,Maize,FS107198,2021,27
7.86,7.7584968,Maize,FS107198,2021,30
7.86,8.050787,Maize,FS107198,2021,34
7.86,8.196466,Maize,FS107198,2021,37
7.86,7.971627,Maize,FS107198,2021,39
7.86,8.180308,Maize,FS107198,2021,41
7.86,8.557198,Maize,FS107198,2021,46
7.86,7.921265,Maize,FS107198,2021,47
9.45,9.481682,Maize,FS107198,2023,7
9.45,9.380627,Maize,FS107198,2023,9
9.45,9.341905,Maize,FS107198,2023,10
9.45,8.813913,Maize,FS107198,2023,14
9.45,9.243504,Maize,FS107198,2023,17
9.45,9.272172,Maize,FS107198,2023,21
9.45,9.117941,Maize,FS107198,2023,24
9.45,9.2617855,Maize,FS107198,2023,26
9.45,9.118556,Maize,FS107198,2023,27
9.45,9.345827,Maize,FS107198,2023,29
9.45,8.973679,Maize,FS107198,2023,33
9.45,9.173176,Maize,FS107198,2023,34
9.45,9.544891,Maize,FS107198,2023,36
9.45,9.424012,Maize,FS107198,2023,39
9.45,8.814241,Maize,FS107198,2023,45
9.45,9.126963,Maize,FS107198,2023,46
9.45,8.970528,Maize,FS107198,2023,50
9.45,9.249295,Maize,FS107198,2023,52
3.8,3.9266777,Maize,FS107263,2018,6
3.8,3.6185703,Maize,FS107263,2018,7
3.8,3.864531,Maize,FS107263,2018,11
3.8,3.7728195,Maize,FS107263,2018,14
3.8,4.2026668,Maize,FS107263,2018,19
3.8,4.0279794,Maize,FS107263,2018,21
3.8,3.4396503,Maize,FS107263,2018,24
3.8,3.5357177,Maize,FS107263,2018,26
3.8,3.6375782,Maize,FS107263,2018,30
3.8,4.0952806,Maize,FS107263,2018,33
3.8,3.4152913,Maize,FS107263,2018,35
3.8,4.193226,Maize,FS107263,2018,36
3.8,4.3543677,Maize,FS107263,2018,38
3.8,3.8012114,Maize,FS107263,2018,40
3.8,4.2396355,Maize,FS107263,2018,42
3.8,3.6740656,Maize,FS107263,2018,52
4.71,4.7547755,Maize,FS107263,2020,6
4.71,5.0610986,Maize,FS107263,2020,8
4.71,4.9692717,Maize,FS107263,2020,10
4.71,4.34921,Maize,FS107263,2020,13
4.71,5.12563,Maize,FS107263,2020,16
4.71,5.4602733,Maize,FS107263,2020,18
4.71,5.3407483,Maize,FS107263,2020,20
4.71,5.050367,Maize,FS107263,2020,23
4.71,5.714409,Maize,FS107263,2020,25
4.71,5.335498,Maize,FS107263,2020,28
4.71,5.055282,Maize,FS107263,2020,32
4.71,5.182564,Maize,FS107263,2020,34
4.71,5.152726,Maize,FS107263,2020,35
4.71,4.9050097,Maize,FS107263,2020,37
4.71,4.833164,Maize,FS107263,2020,39
4.71,4.9091125,Maize,FS107263,2020,42
4.71,4.764793,Maize,FS107263,2020,47
4.71,5.167486,Maize,FS107263,2020,51
7.92,7.2328258,Maize,FS107263,2021,11
7.92,7.4672675,Maize,FS107263,2021,15
7.92,8.188037,Maize,FS107263,2021,17
7.92,8.128736,Maize,FS107263,2021,18
7.92,7.972073,Maize,FS107263,2021,20
7.92,7.8897967,Maize,FS107263,2021,23
7.92,7.3047533,Maize,FS107263,2021,25
7.92,7.6427054,Maize,FS107263,2021,27
7.92,7.562329,Maize,FS107263,2021,30
7.92,7.616369,Maize,FS107263,2021,34
7.92,7.8672476,Maize,FS107263,2021,37
7.92,7.6964946,Maize,FS107263,2021,39
7.92,7.7900753,Maize,FS107263,2021,41
7.92,8.117379,Maize,FS107263,2021,46
7.92,7.9672666,Maize,FS107263,2021,47
9.45,9.273933,Maize,FS107263,2023,7
9.45,8.852095,Maize,FS107263,2023,9
9.45,9.026677,Maize,FS107263,2023,10
9.45,8.697126,Maize,FS107263,2023,14
9.45,8.924951,Maize,FS107263,2023,17
9.45,8.874352,Maize,FS107263,2023,21
9.45,8.747546,Maize,FS107263,2023,24
9.45,8.936718,Maize,FS107263,2023,26
9.45,9.148277,Maize,FS107263,2023,27
9.45,9.026115,Maize,FS107263,2023,29
9.45,9.209512,Maize,FS107263,2023,33
9.45,8.991626,Maize,FS107263,2023,34
9.45,9.041654,Maize,FS107263,2023,36
9.45,9.16517,Maize,FS107263,2023,39
9.45,8.5331335,Maize,FS107263,2023,45
9.45,8.670028,Maize,FS107263,2023,46
9.45,8.697562,Maize,FS107263,2023,50
9.45,9.175915,Maize,FS107263,2023,52
2.09,2.3085613,Maize,FS107278,2018,6
2.09,1.9552801,Maize,FS107278,2018,7
2.09,1.9474342,Maize,FS107278,2018,11
2.09,2.172474,Maize,FS107278,2018,14
2.09,1.9370264,Maize,FS107278,2018,19
2.09,1.8038996,Maize,FS107278,2018,21
2.09,2.1235125,Maize,FS107278,2018,24
2.09,2.2142198,Maize,FS107278,2018,26
2.09,2.821054,Maize,FS107278,2018,30
2.09,1.8033035,Maize,FS107278,2018,33
2.09,2.1127603,Maize,FS107278,2018,35
2.09,1.9450601,Maize,FS107278,2018,36
2.09,2.2984824,Maize,FS107278,2018,38
2.09,2.458423,Maize,FS107278,2018,40
2.09,2.1014106,Maize,FS107278,2018,42
2.09,2.5441597,Maize,FS107278,2018,48
2.09,2.0468106,Maize,FS107278,2018,52
6.78,6.23017,Maize,FS107278,2020,6
6.78,6.7044315,Maize,FS107278,2020,8
6.78,6.7206993,Maize,FS107278,2020,10
6.78,6.488447,Maize,FS107278,2020,13
6.78,6.543784,Maize,FS107278,2020,16
6.78,6.3483753,Maize,FS107278,2020,18
6.78,5.8549123,Maize,FS107278,2020,20
6.78,5.960417,Maize,FS107278,2020,23
6.78,5.7483363,Maize,FS107278,2020,25
6.78,5.4023247,Maize,FS107278,2020,28
6.78,6.500683,Maize,FS107278,2020,32
6.78,6.18369,Maize,FS107278,2020,34
6.78,6.382791,Maize,FS107278,2020,35
6.78,6.5648737,Maize,FS107278,2020,37
6.78,6.46062,Maize,FS107278,2020,39
6.78,6.693125,Maize,FS107278,2020,42
6.78,5.58551,Maize,FS107278,2020,47
6.78,5.884289,Maize,FS107278,2020,51
4.23,4.3686643,Maize,FS107278,2021,11
4.23,5.3403645,Maize,FS107278,2021,15
4.23,4.410792,Maize,FS107278,2021,17
4.23,4.499762,Maize,FS107278,2021,18
4.23,4.417079,Maize,FS107278,2021,20
4.23,4.895989,Maize,FS107278,2021,23
4.23,4.81668,Maize,FS107278,2021,25
4.23,4.7474127,Maize,FS107278,2021,27
4.23,4.504671,Maize,FS107278,2021,30
4.23,4.4692097,Maize,FS107278,2021,34
4.23,4.579995,Maize,FS107278,2021,37
4.23,4.415643,Maize,FS107278,2021,39
4.23,4.429708,Maize,FS107278,2021,41
4.23,4.4232244,Maize,FS107278,2021,46
4.23,4.3082037,Maize,FS107278,2021,47
0.87,1.3126967,Maize,FS107278,2022,6
0.87,0.93597335,Maize,FS107278,2022,7
0.87,0.8571349,Maize,FS107278,2022,11
0.87,1.3409898,Maize,FS107278,2022,14
0.87,1.0833985,Maize,FS107278,2022,18
0.87,1.11064,Maize,FS107278,2022,21
0.87,1.1372477,Maize,FS107278,2022,23
0.87,1.2710199,Maize,FS107278,2022,26
0.87,1.298035,Maize,FS107278,2022,28
0.87,1.6136695,Maize,FS107278,2022,30
0.87,1.2674379,Maize,FS107278,2022,31
0.87,1.2493114,Maize,FS107278,2022,33
0.87,1.2537495,Maize,FS107278,2022,40
0.87,1.2351555,Maize,FS107278,2022,42
0.87,0.76383495,Maize,FS107278,2022,47
0.87,0.72887343,Maize,FS107278,2022,50
8.61,8.490592,Maize,FS107299,2018,6
8.61,8.565646,Maize,FS107299,2018,7
8.61,8.463613,Maize,FS107299,2018,11
8.61,8.454399,Maize,FS107299,2018,14
8.61,8.22966,Maize,FS107299,2018,19
8.61,8.3885355,Maize,FS107299,2018,21
8.61,8.476382,Maize,FS107299,2018,24
8.61,8.060664,Maize,FS107299,2018,26
8.61,8.025554,Maize,FS107299,2018,30
8.61,7.9868684,Maize,FS107299,2018,33
8.61,8.273857,Maize,FS107299,2018,35
8.61,8.637858,Maize,FS107299,2018,36
8.61,8.364792,Maize,FS107299,2018,38
8.61,8.221909,Maize,FS107299,2018,40
8.61,8.22626,Maize,FS107299,2018,42
8.61,8.494004,Maize,FS107299,2018,48
8.61,8.620001,Maize,FS107299,2018,52
4.92,4.9013014,Maize,FS107299,2019,3
4.92,5.0719986,Maize,FS107299,2019,19
4.92,5.331589,Maize,FS107299,2019,20
4.92,5.262154,Maize,FS107299,2019,22
4.92,4.711414,Maize,FS107299,2019,26
4.92,4.7894244,Maize,FS107299,2019,27
4.92,5.1364794,Maize,FS107299,2019,29
4.92,4.8033915,Maize,FS107299,2019,32
4.92,4.967097,Maize,FS107299,2019,36
4.92,5.1576734,Maize,FS107299,2019,38
4.92,5.184528,Maize,FS107299,2019,39
4.92,5.1083035,Maize,FS107299,2019,41
4.92,5.3205695,Maize,FS107299,2019,43
4.92,4.637905,Maize,FS107299,2019,48
4.3,4.568001,Maize,FS107299,2020,6
4.3,4.8500304,Maize,FS107299,2020,8
4.3,4.0252934,Maize,FS107299,2020,10
4.3,4.700078,Maize,FS107299,2020,13
4.3,4.509763,Maize,FS107299,2020,16
4.3,4.7350044,Maize,FS107299,2020,18
4.3,4.8117867,Maize,FS107299,2020,20
4.3,5.204801,Maize,FS107299,2020,23
4.3,4.370676,Maize,FS107299,2020,25
4.3,4.5475883,Maize,FS107299,2020,28
4.3,4.4674077,Maize,FS107299,2020,32
4.3,5.043137,Maize,FS107299,2020,34
4.3,4.6355195,Maize,FS107299,2020,35
4.3,4.6366806,Maize,FS107299,2020,37
4.3,4.937193,Maize,FS107299,2020,39
4.3,5.1134353,Maize,FS107299,2020,42
4.3,5.02027,Maize,FS107299,2020,47
4.3,4.807397,Maize,FS107299,2020,51
7.47,7.597078,Maize,FS107299,2023,7
7.47,7.0889897,Maize,FS107299,2023,9
7.47,7.910004,Maize,FS107299,2023,10
7.47,7.6592765,Maize,FS107299,2023,14
7.47,7.36251,Maize,FS107299,2023,17
7.47,7.5229034,Maize,FS107299,2023,21
7.47,8.043077,Maize,FS107299,2023,24
7.47,7.42941,Maize,FS107299,2023,26
7.47,6.832749,Maize,FS107299,2023,27
7.47,7.2568245,Maize,FS107299,2023,29
7.47,7.3870444,Maize,FS107299,2023,33
7.47,7.270448,Maize,FS107299,2023,34
7.47,7.3710437,Maize,FS107299,2023,36
7.47,7.1194687,Maize,FS107299,2023,39
7.47,7.3939137,Maize,FS107299,2023,45
7.47,7.929488,Maize,FS107299,2023,46
7.47,7.5114636,Maize,FS107299,2023,50
7.47,7.262072,Maize,FS107299,2023,52
8.69,7.981608,Maize,FS107310,2018,6
8.69,8.205719,Maize,FS107310,2018,7
8.69,8.306122,Maize,FS107310,2018,11
8.69,8.178236,Maize,FS107310,2018,14
8.69,8.073595,Maize,FS107310,2018,19
8.69,7.934124,Maize,FS107310,2018,21
8.69,8.463503,Maize,FS107310,2018,24
8.69,7.7428546,Maize,FS107310,2018,26
8.69,7.856488,Maize,FS107310,2018,30
8.69,8.079332,Maize,FS107310,2018,35
8.69,8.198421,Maize,FS107310,2018,36
8.69,8.285296,Maize,FS107310,2018,38
8.69,8.095234,Maize,FS107310,2018,40
8.69,8.047364,Maize,FS107310,2018,42
8.69,7.987274,Maize,FS107310,2018,48
8.69,8.425037,Maize,FS107310,2018,52
3.09,3.3207903,Maize,FS107310,2019,3
3.09,3.9480915,Maize,FS107310,2019,19
3.09,4.4964337,Maize,FS107310,2019,20
3.09,4.170004,Maize,FS107310,2019,22
3.09,3.6797047,Maize,FS107310,2019,26
3.09,3.56276,Maize,FS107310,2019,27
3.09,4.179768,Maize,FS107310,2019,29
3.09,4.116082,Maize,FS107310,2019,32
3.09,3.7738423,Maize,FS107310,2019,36
3.09,3.7067177,Maize,FS107310,2019,38
3.09,3.8031785,Maize,FS107310,2019,39
3.09,3.2674048,Maize,FS107310,2019,41
3.09,3.7540305,Maize,FS107310,2019,43
3.09,3.8230548,Maize,FS107310,2019,48
2.0,2.3412173,Maize,FS107310,2020,6
2.0,2.1724768,Maize,FS107310,2020,8
2.0,3.2471304,Maize,FS107310,2020,10
2.0,2.8934462,Maize,FS107310,2020,13
2.0,3.3398614,Maize,FS107310,2020,16
2.0,3.6355453,Maize,FS107310,2020,18
2.0,2.2712622,Maize,FS107310,2020,20
2.0,2.0918472,Maize,FS107310,2020,23
2.0,2.1556783,Maize,FS107310,2020,25
2.0,2.4947605,Maize,FS107310,2020,28
2.0,2.1679478,Maize,FS107310,2020,32
2.0,2.670914,Maize,FS107310,2020,34
2.0,3.8709168,Maize,FS107310,2020,35
2.0,2.4652197,Maize,FS107310,2020,37
2.0,2.2524335,Maize,FS107310,2020,39
2.0,2.1118088,Maize,FS107310,2020,42
2.0,3.0504758,Maize,FS107310,2020,47
2.0,2.3663418,Maize,FS107310,2020,51
7.63,7.0535345,Maize,FS107310,2023,7
7.63,7.4533577,Maize,FS107310,2023,9
7.63,6.723521,Maize,FS107310,2023,10
7.63,7.1433215,Maize,FS107310,2023,14
7.63,6.61224,Maize,FS107310,2023,17
7.63,7.007752,Maize,FS107310,2023,21
7.63,6.492215,Maize,FS107310,2023,24
7.63,7.3384614,Maize,FS107310,2023,26
7.63,7.558101,Maize,FS107310,2023,27
7.63,7.2905836,Maize,FS107310,2023,29
7.63,7.881065,Maize,FS107310,2023,33
7.63,7.813292,Maize,FS107310,2023,34
7.63,7.2910457,Maize,FS107310,2023,36
7.63,6.5067916,Maize,FS107310,2023,39
7.63,7.0346537,Maize,FS107310,2023,45
7.63,6.632692,Maize,FS107310,2023,46
7.63,6.84685,Maize,FS107310,2023,50
7.63,6.9637017,Maize,FS107310,2023,52
3.89,3.8042493,Maize,FS107452,2018,6
3.89,3.5985296,Maize,FS107452,2018,7
3.89,3.9007437,Maize,FS107452,2018,11
3.89,3.7766395,Maize,FS107452,2018,14
3.89,3.741902,Maize,FS107452,2018,19
3.89,3.7151132,Maize,FS107452,2018,21
3.89,3.8368158,Maize,FS107452,2018,24
3.89,3.6943092,Maize,FS107452,2018,26
3.89,3.4272034,Maize,FS107452,2018,30
3.89,3.7704604,Maize,FS107452,2018,33
3.89,3.7462351,Maize,FS107452,2018,35
3.89,3.6049848,Maize,FS107452,2018,36
3.89,3.3159413,Maize,FS107452,2018,38
3.89,3.9028957,Maize,FS107452,2018,40
3.89,3.7887926,Maize,FS107452,2018,42
3.89,3.3369985,Maize,FS107452,2018,48
3.89,3.8303072,Maize,FS107452,2018,52
2.45,2.417767,Maize,FS107452,2020,6
2.45,2.5898786,Maize,FS107452,2020,8
2.45,2.522498,Maize,FS107452,2020,10
2.45,2.8287766,Maize,FS107452,2020,13
2.45,2.7731373,Maize,FS107452,2020,16
2.45,2.6292167,Maize,FS107452,2020,18
2.45,2.5811183,Maize,FS107452,2020,20
2.45,2.7006366,Maize,FS107452,2020,23
2.45,2.5918067,Maize,FS107452,2020,25
2.45,2.7045038,Maize,FS107452,2020,28
2.45,2.4228399,Maize,FS107452,2020,32
2.45,2.6133845,Maize,FS107452,2020,34
2.45,2.6625106,Maize,FS107452,2020,35
2.45,2.4925935,Maize,FS107452,2020,37
2.45,2.6508687,Maize,FS107452,2020,39
2.45,2.656496,Maize,FS107452,2020,42
2.45,2.8742406,Maize,FS107452,2020,47
2.45,2.573409,Maize,FS107452,2020,51
