Yield_mean,Predicted_Yield,Prediction_Uncertainty,Crop_type,FIELDID,Year,Week
7.21,6.7316585,0.525431,Maize,FS106392,2023,52
4.57,4.671216,0.29759416,Maize,FS106601,2019,3
4.57,4.719868,0.2650184,Maize,FS106601,2019,19
4.57,4.856667,0.32073134,Maize,FS106601,2019,20
4.57,4.7334027,0.35421133,Maize,FS106601,2019,22
4.57,4.446339,0.24653389,Maize,FS106601,2019,26
4.57,4.5561123,0.20034769,Maize,FS106601,2019,27
4.57,4.738675,0.28621012,Maize,FS106601,2019,29
4.57,4.699517,0.35677508,Maize,FS106601,2019,32
4.57,4.5709286,0.224565,Maize,FS106601,2019,36
4.57,4.523148,0.20262624,Maize,FS106601,2019,38
4.57,4.7889924,0.31552547,Maize,FS106601,2019,39
4.57,4.7154417,0.24107601,Maize,FS106601,2019,41
4.57,4.6748233,0.2898739,Maize,FS106601,2019,43
4.57,4.75979,0.32788107,Maize,FS106601,2019,48
3.82,4.016492,0.22888064,Maize,FS106601,2020,6
3.82,3.7140613,0.22982128,Maize,FS106601,2020,8
3.82,3.2829695,0.34095657,Maize,FS106601,2020,10
3.82,3.5623596,0.2845163,Maize,FS106601,2020,13
3.82,3.6532624,0.38240337,Maize,FS106601,2020,16
3.82,3.5944126,0.23221098,Maize,FS106601,2020,18
3.82,3.8066294,0.2665634,Maize,FS106601,2020,20
3.82,3.7005484,0.2884896,Maize,FS106601,2020,23
3.82,3.6610856,0.22550878,Maize,FS106601,2020,25
3.82,3.784093,0.2816809,Maize,FS106601,2020,28
3.82,3.76929,0.27075142,Maize,FS106601,2020,32
3.82,3.7825575,0.35033998,Maize,FS106601,2020,34
3.82,3.8714504,0.3150703,Maize,FS106601,2020,35
3.82,3.7722044,0.21950518,Maize,FS106601,2020,37
3.82,3.7547216,0.332349,Maize,FS106601,2020,39
3.82,3.7514977,0.23005575,Maize,FS106601,2020,42
3.82,3.7970035,0.24054988,Maize,FS106601,2020,47
3.82,3.5411634,0.25655746,Maize,FS106601,2020,51
4.49,4.635275,0.2178023,Maize,FS106601,2021,11
4.49,4.7826247,0.23137341,Maize,FS106601,2021,15
4.49,4.4909673,0.2387737,Maize,FS106601,2021,17
4.49,4.583681,0.20406507,Maize,FS106601,2021,18
4.49,4.789789,0.27240872,Maize,FS106601,2021,20
4.49,4.7782636,0.19291303,Maize,FS106601,2021,23
4.49,4.9787006,0.23974748,Maize,FS106601,2021,25
4.49,4.830196,0.2094424,Maize,FS106601,2021,27
4.49,4.9451995,0.28943154,Maize,FS106601,2021,30
4.49,4.6321926,0.26308954,Maize,FS106601,2021,34
4.49,4.8704762,0.2667382,Maize,FS106601,2021,37
4.49,4.6157,0.18156128,Maize,FS106601,2021,39
4.49,4.79751,0.2519695,Maize,FS106601,2021,41
4.49,4.7390156,0.33294445,Maize,FS106601,2021,46
4.49,4.7312193,0.35655096,Maize,FS106601,2021,47
3.12,2.8691165,0.22606042,Maize,FS106601,2022,6
3.12,2.8100398,0.25239792,Maize,FS106601,2022,7
3.12,2.8643339,0.22217171,Maize,FS106601,2022,11
3.12,2.8849607,0.25693914,Maize,FS106601,2022,14
3.12,2.8888214,0.21848474,Maize,FS106601,2022,18
3.12,2.80148,0.1976853,Maize,FS106601,2022,21
3.12,2.84634,0.2137633,Maize,FS106601,2022,23
3.12,2.7256317,0.24380806,Maize,FS106601,2022,26
3.12,2.8319933,0.25648126,Maize,FS106601,2022,28
3.12,2.7114868,0.20175901,Maize,FS106601,2022,30
3.12,2.9071198,0.23711266,Maize,FS106601,2022,31
3.12,3.000131,0.23723266,Maize,FS106601,2022,33
3.12,3.177441,0.37377137,Maize,FS106601,2022,40
3.12,2.780707,0.26191744,Maize,FS106601,2022,42
3.12,2.8599775,0.23960893,Maize,FS106601,2022,47
3.12,2.8685718,0.25419104,Maize,FS106601,2022,50
7.17,6.2608504,0.9134234,Maize,FS106639,2018,6
7.17,6.1108027,0.9495019,Maize,FS106639,2018,7
7.17,6.965868,0.4666785,Maize,FS106639,2018,11
7.17,6.296901,0.89283043,Maize,FS106639,2018,14
7.17,6.6113677,0.56855375,Maize,FS106639,2018,19
7.17,6.4173293,0.6950543,Maize,FS106639,2018,21
7.17,6.5334,0.8672523,Maize,FS106639,2018,24
7.17,6.36777,0.9031112,Maize,FS106639,2018,26
7.17,6.535797,0.65541166,Maize,FS106639,2018,30
7.17,6.150738,0.8524741,Maize,FS106639,2018,33
7.17,6.6830044,0.46594024,Maize,FS106639,2018,35
7.17,6.2973194,0.7032771,Maize,FS106639,2018,36
7.17,6.225774,0.7472475,Maize,FS106639,2018,38
7.17,6.4737053,0.66671175,Maize,FS106639,2018,40
7.17,6.220624,0.85680145,Maize,FS106639,2018,42
7.17,6.6637115,0.6285988,Maize,FS106639,2018,48
7.17,6.5711117,0.7044,Maize,FS106639,2018,52
4.56,4.574585,0.37449864,Maize,FS106639,2019,3
4.56,4.3034644,0.4267859,Maize,FS106639,2019,19
4.56,4.695218,0.30215925,Maize,FS106639,2019,20
4.56,4.652792,0.41920444,Maize,FS106639,2019,22
4.56,4.828345,0.3770394,Maize,FS106639,2019,26
4.56,4.8805895,0.47224024,Maize,FS106639,2019,27
4.56,5.0315647,0.47460094,Maize,FS106639,2019,29
4.56,4.8332,0.406476,Maize,FS106639,2019,32
4.56,4.7791224,0.47171253,Maize,FS106639,2019,36
4.56,4.9663835,0.4771215,Maize,FS106639,2019,38
4.56,4.8803997,0.5205556,Maize,FS106639,2019,39
4.56,4.7210298,0.35111043,Maize,FS106639,2019,41
4.56,4.928998,0.4909917,Maize,FS106639,2019,43
4.56,4.6941037,0.42216903,Maize,FS106639,2019,48
4.55,4.551904,0.3001819,Maize,FS106639,2020,6
4.55,4.5156603,0.31451887,Maize,FS106639,2020,8
4.55,4.9621305,0.5307097,Maize,FS106639,2020,10
4.55,4.8441324,0.4963602,Maize,FS106639,2020,13
4.55,5.0172005,0.52856576,Maize,FS106639,2020,16
4.55,4.7462616,0.38004243,Maize,FS106639,2020,18
4.55,4.7891493,0.39216554,Maize,FS106639,2020,20
4.55,4.9901843,0.4589641,Maize,FS106639,2020,23
4.55,4.6938343,0.2759746,Maize,FS106639,2020,25
4.55,4.700088,0.32861826,Maize,FS106639,2020,28
4.55,4.7053456,0.4669803,Maize,FS106639,2020,32
4.55,4.7584267,0.36757204,Maize,FS106639,2020,34
4.55,4.799818,0.4767185,Maize,FS106639,2020,35
4.55,4.6475096,0.2768688,Maize,FS106639,2020,37
4.55,5.102007,0.61749846,Maize,FS106639,2020,39
4.55,4.707023,0.41523612,Maize,FS106639,2020,42
4.55,4.931763,0.40863416,Maize,FS106639,2020,47
4.55,4.772718,0.3474562,Maize,FS106639,2020,51
5.95,5.664465,0.410671,Maize,FS106639,2021,11
5.95,6.306001,0.44277877,Maize,FS106639,2021,15
5.95,6.2219057,0.40815827,Maize,FS106639,2021,17
5.95,6.2506237,0.37060633,Maize,FS106639,2021,18
5.95,6.0683565,0.35871056,Maize,FS106639,2021,20
5.95,5.9236937,0.2705481,Maize,FS106639,2021,23
5.95,6.0682936,0.3578804,Maize,FS106639,2021,25
5.95,5.956754,0.2925341,Maize,FS106639,2021,27
5.95,5.972087,0.27099398,Maize,FS106639,2021,30
5.95,6.003968,0.28321487,Maize,FS106639,2021,34
5.95,6.1768675,0.38867062,Maize,FS106639,2021,37
5.95,6.074203,0.4021785,Maize,FS106639,2021,39
5.95,6.1626573,0.35134926,Maize,FS106639,2021,41
5.95,6.1135225,0.404688,Maize,FS106639,2021,46
5.95,6.0120173,0.48286653,Maize,FS106639,2021,47
6.5,6.158262,0.484732,Maize,FS106639,2023,7
6.5,6.222388,0.41203642,Maize,FS106639,2023,9
6.5,6.659642,0.52839357,Maize,FS106639,2023,10
6.5,6.5892763,0.28435242,Maize,FS106639,2023,14
6.5,6.809344,0.43046185,Maize,FS106639,2023,17
6.5,6.6453304,0.40449235,Maize,FS106639,2023,21
6.5,6.7887406,0.49005833,Maize,FS106639,2023,24
6.5,6.5396395,0.2984324,Maize,FS106639,2023,26
6.5,6.5256367,0.29209682,Maize,FS106639,2023,27
6.5,6.497702,0.30231258,Maize,FS106639,2023,29
6.5,6.494036,0.28785607,Maize,FS106639,2023,33
6.5,6.4754357,0.27648273,Maize,FS106639,2023,34
6.5,6.65892,0.3453637,Maize,FS106639,2023,36
6.5,6.464196,0.3535107,Maize,FS106639,2023,39
6.5,6.620645,0.3565002,Maize,FS106639,2023,45
6.5,6.9153275,0.49355045,Maize,FS106639,2023,46
6.5,6.5806246,0.3742891,Maize,FS106639,2023,50
6.5,6.694099,0.3695129,Maize,FS106639,2023,52
2.61,3.077088,0.5397662,Maize,FS106738,2018,6
2.61,3.3248456,0.5715307,Maize,FS106738,2018,7
2.61,3.0494504,0.50151473,Maize,FS106738,2018,11
2.61,3.2590857,0.67287415,Maize,FS106738,2018,14
2.61,3.4667108,0.5497866,Maize,FS106738,2018,19
2.61,3.4405553,0.596845,Maize,FS106738,2018,21
2.61,3.1252482,0.474799,Maize,FS106738,2018,24
2.61,3.4837072,0.8326303,Maize,FS106738,2018,26
2.61,3.449108,0.76380867,Maize,FS106738,2018,30
2.61,3.719664,0.6570448,Maize,FS106738,2018,33
2.61,3.0765066,0.45500124,Maize,FS106738,2018,35
2.61,3.270611,0.54297787,Maize,FS106738,2018,36
2.61,3.066898,0.42520106,Maize,FS106738,2018,38
2.61,3.12927,0.66731167,Maize,FS106738,2018,40
2.61,3.3432052,0.779166,Maize,FS106738,2018,42
2.61,3.1753266,0.54267323,Maize,FS106738,2018,48
2.61,3.1613941,0.48622277,Maize,FS106738,2018,52
3.65,3.7360067,0.4278757,Maize,FS106738,2019,3
3.65,3.6311846,0.31981367,Maize,FS106738,2019,19
3.65,3.7226827,0.27746153,Maize,FS106738,2019,20
3.65,3.5729406,0.29623932,Maize,FS106738,2019,22
3.65,3.6883848,0.2854208,Maize,FS106738,2019,26
3.65,3.719272,0.31154984,Maize,FS106738,2019,27
3.65,3.996826,0.4228866,Maize,FS106738,2019,29
3.65,4.144199,0.4624278,Maize,FS106738,2019,32
3.65,3.5144217,0.3065413,Maize,FS106738,2019,36
3.65,3.5213034,0.34906068,Maize,FS106738,2019,38
3.65,3.6553605,0.39431387,Maize,FS106738,2019,39
3.65,3.463355,0.28354385,Maize,FS106738,2019,41
3.65,3.567466,0.38342205,Maize,FS106738,2019,43
3.65,3.2914839,0.46873963,Maize,FS106738,2019,48
5.33,4.9455404,0.39156902,Maize,FS106738,2022,6
5.33,5.24019,0.4394128,Maize,FS106738,2022,7
5.33,5.1099143,0.32712084,Maize,FS106738,2022,11
5.33,4.65484,0.7143173,Maize,FS106738,2022,14
5.33,3.910089,0.7628544,Maize,FS106738,2022,18
5.33,4.7477794,0.48828095,Maize,FS106738,2022,21
5.33,4.739822,0.43445998,Maize,FS106738,2022,23
5.33,4.9771757,0.38200867,Maize,FS106738,2022,26
5.33,3.9537368,0.76366425,Maize,FS106738,2022,28
5.33,4.7336006,0.43892443,Maize,FS106738,2022,30
5.33,4.640646,0.43602696,Maize,FS106738,2022,31
5.33,4.6011367,0.5916341,Maize,FS106738,2022,33
5.33,4.365261,0.78249466,Maize,FS106738,2022,40
5.33,4.823137,0.4726686,Maize,FS106738,2022,42
5.33,4.9479747,0.3641572,Maize,FS106738,2022,47
5.33,4.9968944,0.38283554,Maize,FS106738,2022,50
8.3,8.151607,0.6384743,Maize,FS106738,2023,7
8.3,8.65386,0.47757602,Maize,FS106738,2023,9
8.3,8.3076725,0.5185635,Maize,FS106738,2023,10
8.3,8.48005,0.336848,Maize,FS106738,2023,14
8.3,8.336737,0.45746052,Maize,FS106738,2023,17
8.3,8.28107,0.66484475,Maize,FS106738,2023,21
8.3,7.840536,0.5465005,Maize,FS106738,2023,24
8.3,8.42701,0.33144182,Maize,FS106738,2023,26
8.3,8.468559,0.44954512,Maize,FS106738,2023,27
8.3,8.123247,0.5336726,Maize,FS106738,2023,29
8.3,8.398252,0.43750164,Maize,FS106738,2023,33
8.3,8.233275,0.50255084,Maize,FS106738,2023,34
8.3,7.9231286,0.594146,Maize,FS106738,2023,36
8.3,7.9372926,0.5528343,Maize,FS106738,2023,39
8.3,7.9600134,0.5676428,Maize,FS106738,2023,45
8.3,7.9792542,0.60729545,Maize,FS106738,2023,46
8.3,8.1095915,0.45756856,Maize,FS106738,2023,50
8.3,8.05353,0.5210214,Maize,FS106738,2023,52
5.88,5.998381,0.43351796,Maize,FS106927,2018,6
5.88,6.1304708,0.32260656,Maize,FS106927,2018,7
5.88,6.385373,0.51725715,Maize,FS106927,2018,11
5.88,6.047405,0.29431522,Maize,FS106927,2018,14
5.88,6.0805235,0.3210113,Maize,FS106927,2018,19
5.88,6.1015496,0.26247087,Maize,FS106927,2018,21
5.88,6.0167484,0.3308821,Maize,FS106927,2018,24
5.88,6.014108,0.23778424,Maize,FS106927,2018,26
5.88,6.0076656,0.2264457,Maize,FS106927,2018,30
5.88,5.712928,0.33972004,Maize,FS106927,2018,33
5.88,6.044909,0.2903664,Maize,FS106927,2018,35
5.88,6.1134863,0.294792,Maize,FS106927,2018,36
5.88,5.9229436,0.25117907,Maize,FS106927,2018,38
5.88,5.8132253,0.29352215,Maize,FS106927,2018,40
5.88,5.8940234,0.3345867,Maize,FS106927,2018,42
5.88,6.2412434,0.41007233,Maize,FS106927,2018,48
5.88,6.229763,0.40357336,Maize,FS106927,2018,52
4.54,4.707218,0.28677815,Maize,FS106927,2019,3
4.54,4.4688463,0.28381702,Maize,FS106927,2019,19
4.54,4.530461,0.24280909,Maize,FS106927,2019,20
4.54,4.5961614,0.24081066,Maize,FS106927,2019,22
4.54,4.623679,0.17493244,Maize,FS106927,2019,26
4.54,4.637886,0.2093833,Maize,FS106927,2019,27
4.54,4.595205,0.16604015,Maize,FS106927,2019,29
4.54,4.9156256,0.5732637,Maize,FS106927,2019,32
4.54,4.754529,0.29853716,Maize,FS106927,2019,36
4.54,4.65998,0.26078144,Maize,FS106927,2019,38
4.54,4.7244887,0.2791772,Maize,FS106927,2019,39
4.54,4.60014,0.21787931,Maize,FS106927,2019,41
4.54,4.631532,0.25923842,Maize,FS106927,2019,43
4.54,4.5755825,0.20366424,Maize,FS106927,2019,48
6.93,6.2861657,0.89331484,Maize,FS106927,2021,11
6.93,6.571837,0.48718944,Maize,FS106927,2021,15
6.93,6.2382965,0.6618523,Maize,FS106927,2021,17
6.93,6.6353087,0.44301203,Maize,FS106927,2021,18
6.93,6.544155,0.5777523,Maize,FS106927,2021,20
6.93,6.4939537,0.48488155,Maize,FS106927,2021,23
6.93,6.6158695,0.388494,Maize,FS106927,2021,25
6.93,6.298722,0.6831594,Maize,FS106927,2021,27
6.93,6.451017,0.6972923,Maize,FS106927,2021,30
6.93,6.521096,0.55400246,Maize,FS106927,2021,34
6.93,6.7567644,0.3802235,Maize,FS106927,2021,37
6.93,6.218177,0.8488063,Maize,FS106927,2021,39
6.93,6.286541,0.7214854,Maize,FS106927,2021,41
6.93,6.648424,0.5246612,Maize,FS106927,2021,46
6.93,6.6631637,0.5704984,Maize,FS106927,2021,47
3.08,3.3470993,0.5178677,Maize,FS106927,2022,6
3.08,3.1907568,0.30836645,Maize,FS106927,2022,7
3.08,3.232372,0.4158931,Maize,FS106927,2022,11
3.08,3.4017773,0.5484933,Maize,FS106927,2022,14
3.08,3.339759,0.41180703,Maize,FS106927,2022,18
3.08,3.0377536,0.24491003,Maize,FS106927,2022,21
3.08,3.357834,0.50774896,Maize,FS106927,2022,23
3.08,3.181035,0.29842672,Maize,FS106927,2022,26
3.08,3.5034585,0.5505883,Maize,FS106927,2022,28
3.08,3.2477758,0.37776935,Maize,FS106927,2022,30
3.08,3.4280028,0.47165605,Maize,FS106927,2022,31
3.08,3.7840252,0.8485202,Maize,FS106927,2022,33
3.08,4.0381317,1.013957,Maize,FS106927,2022,40
3.08,3.4657557,0.65682554,Maize,FS106927,2022,42
3.08,3.1203961,0.20793313,Maize,FS106927,2022,47
3.08,3.2586706,0.37955213,Maize,FS106927,2022,50
5.4,5.6525493,0.42564642,Maize,FS106927,2023,7
5.4,5.6496797,0.36494038,Maize,FS106927,2023,9
5.4,5.9192176,0.5950428,Maize,FS106927,2023,10
5.4,5.5723786,0.34028074,Maize,FS106927,2023,14
5.4,5.8434234,0.5768893,Maize,FS106927,2023,17
5.4,5.971086,0.6398663,Maize,FS106927,2023,21
5.4,6.1230297,0.70379084,Maize,FS106927,2023,24
5.4,5.6892676,0.3429349,Maize,FS106927,2023,26
5.4,5.6500535,0.30896452,Maize,FS106927,2023,27
5.4,5.6600037,0.33470082,Maize,FS106927,2023,29
5.4,5.604987,0.319521,Maize,FS106927,2023,33
5.4,5.6897206,0.42169517,Maize,FS106927,2023,34
5.4,5.930133,0.63655466,Maize,FS106927,2023,36
5.4,5.849831,0.59189814,Maize,FS106927,2023,39
5.4,5.70176,0.3716167,Maize,FS106927,2023,45
5.4,5.9726763,0.58155894,Maize,FS106927,2023,50
5.4,5.92596,0.5726235,Maize,FS106927,2023,52
6.97,6.901926,0.27344438,Maize,FS106966,2018,6
6.97,6.9688873,0.23976025,Maize,FS106966,2018,7
6.97,7.120259,0.29465976,Maize,FS106966,2018,11
6.97,7.1074758,0.21080963,Maize,FS106966,2018,14
6.97,6.916586,0.21921405,Maize,FS106966,2018,19
6.97,7.045896,0.18683791,Maize,FS106966,2018,21
6.97,7.1431675,0.21242288,Maize,FS106966,2018,24
6.97,7.2573824,0.30993953,Maize,FS106966,2018,26
6.97,6.9700804,0.18415187,Maize,FS106966,2018,30
6.97,6.5824413,0.3844814,Maize,FS106966,2018,33
6.97,6.9808545,0.18675062,Maize,FS106966,2018,35
6.97,7.0834365,0.20347817,Maize,FS106966,2018,36
6.97,6.779871,0.26739055,Maize,FS106966,2018,38
6.97,6.975453,0.16546366,Maize,FS106966,2018,40
6.97,7.020661,0.19000338,Maize,FS106966,2018,42
6.97,6.9734898,0.20830639,Maize,FS106966,2018,48
6.97,7.0220027,0.20261903,Maize,FS106966,2018,52
6.16,6.1318707,0.27821085,Maize,FS106966,2019,3
6.16,5.9327526,0.3147531,Maize,FS106966,2019,19
6.16,6.283369,0.2065846,Maize,FS106966,2019,20
6.16,6.1996984,0.20612836,Maize,FS106966,2019,22
6.16,6.2791348,0.20309003,Maize,FS106966,2019,26
6.16,6.169845,0.1754899,Maize,FS106966,2019,27
6.16,6.1669683,0.26584795,Maize,FS106966,2019,29
6.16,6.157472,0.3260625,Maize,FS106966,2019,32
6.16,6.0637608,0.22777559,Maize,FS106966,2019,36
6.16,6.24108,0.19355302,Maize,FS106966,2019,38
6.16,6.4070153,0.21798868,Maize,FS106966,2019,39
6.16,6.1977406,0.20843662,Maize,FS106966,2019,41
6.16,6.204575,0.29281384,Maize,FS106966,2019,43
6.16,6.090585,0.32698205,Maize,FS106966,2019,48
2.9,2.5415773,0.266082,Maize,FS106966,2020,6
2.9,2.6748083,0.22317792,Maize,FS106966,2020,8
2.9,3.163035,0.4570385,Maize,FS106966,2020,10
2.9,3.1018536,0.45320842,Maize,FS106966,2020,13
2.9,2.7351542,0.2624259,Maize,FS106966,2020,16
2.9,2.8045623,0.23701052,Maize,FS106966,2020,18
2.9,2.8419137,0.26828727,Maize,FS106966,2020,20
2.9,2.877185,0.26846144,Maize,FS106966,2020,23
2.9,2.8585305,0.17438233,Maize,FS106966,2020,25
2.9,2.8032856,0.2266525,Maize,FS106966,2020,28
2.9,3.0193691,0.34806025,Maize,FS106966,2020,32
2.9,3.00126,0.3325136,Maize,FS106966,2020,34
2.9,2.854272,0.26084238,Maize,FS106966,2020,35
2.9,2.9124908,0.26177606,Maize,FS106966,2020,37
2.9,2.7993248,0.23184451,Maize,FS106966,2020,39
2.9,2.9720242,0.32173005,Maize,FS106966,2020,42
2.9,2.9441743,0.3090145,Maize,FS106966,2020,47
2.9,3.0390198,0.3045025,Maize,FS106966,2020,51
1.73,1.911673,0.2629144,Maize,FS106966,2022,6
1.73,1.9700937,0.29509538,Maize,FS106966,2022,7
1.73,1.9247253,0.22481804,Maize,FS106966,2022,11
1.73,1.9067703,0.292709,Maize,FS106966,2022,14
1.73,2.3606958,0.53238153,Maize,FS106966,2022,18
1.73,1.7540654,0.1696656,Maize,FS106966,2022,21
1.73,1.7880102,0.21235503,Maize,FS106966,2022,23
1.73,2.0572069,0.29852998,Maize,FS106966,2022,26
1.73,2.2493732,0.4309565,Maize,FS106966,2022,28
1.73,2.1609633,0.3402409,Maize,FS106966,2022,30
1.73,2.128721,0.2882431,Maize,FS106966,2022,31
1.73,2.1177175,0.3719483,Maize,FS106966,2022,33
1.73,1.8326628,0.20563538,Maize,FS106966,2022,47
1.73,1.6915745,0.27145034,Maize,FS106966,2022,50
5.98,6.0819726,0.37685886,Maize,FS106966,2023,7
5.98,6.017281,0.2681419,Maize,FS106966,2023,9
5.98,6.2148066,0.34055123,Maize,FS106966,2023,10
5.98,5.8806868,0.33319774,Maize,FS106966,2023,14
5.98,5.9699745,0.29554844,Maize,FS106966,2023,17
5.98,5.4799547,0.51063,Maize,FS106966,2023,21
5.98,6.106129,0.32246178,Maize,FS106966,2023,24
5.98,5.7992625,0.32716104,Maize,FS106966,2023,26
5.98,5.9461765,0.2169735,Maize,FS106966,2023,27
5.98,5.8905554,0.25992912,Maize,FS106966,2023,29
5.98,5.976052,0.23605962,Maize,FS106966,2023,33
5.98,5.8378925,0.22814834,Maize,FS106966,2023,34
5.98,5.9631286,0.23676278,Maize,FS106966,2023,36
5.98,5.9392133,0.35302585,Maize,FS106966,2023,39
5.98,5.8716326,0.29569736,Maize,FS106966,2023,45
5.98,6.2386847,0.35304293,Maize,FS106966,2023,46
5.98,5.8339033,0.3644254,Maize,FS106966,2023,50
5.98,5.7949176,0.2800585,Maize,FS106966,2023,52
5.14,5.1816754,0.33068103,Maize,FS107032,2018,6
5.14,5.427976,0.3373605,Maize,FS107032,2018,7
5.14,4.966163,0.33819956,Maize,FS107032,2018,11
5.14,5.504765,0.3770436,Maize,FS107032,2018,14
5.14,5.540966,0.34885016,Maize,FS107032,2018,19
5.14,5.5207896,0.34185585,Maize,FS107032,2018,21
5.14,5.012906,0.3258173,Maize,FS107032,2018,24
5.14,5.2350655,0.27202266,Maize,FS107032,2018,26
5.14,5.457661,0.2925805,Maize,FS107032,2018,30
5.14,5.107836,0.23146558,Maize,FS107032,2018,33
5.14,5.232881,0.22758336,Maize,FS107032,2018,35
5.14,5.4175434,0.29412952,Maize,FS107032,2018,36
5.14,5.2681065,0.2300052,Maize,FS107032,2018,38
5.14,5.3141713,0.32830217,Maize,FS107032,2018,40
5.14,5.2116966,0.2767916,Maize,FS107032,2018,42
5.14,5.448888,0.34544978,Maize,FS107032,2018,48
5.14,5.432861,0.35947037,Maize,FS107032,2018,52
4.28,4.276471,0.1854974,Maize,FS107032,2019,3
4.28,4.0428753,0.27651432,Maize,FS107032,2019,19
4.28,4.100716,0.24966659,Maize,FS107032,2019,20
4.28,4.1724806,0.20515695,Maize,FS107032,2019,22
4.28,4.0917916,0.20234984,Maize,FS107032,2019,26
4.28,4.188717,0.16272543,Maize,FS107032,2019,27
4.28,4.2125306,0.18457799,Maize,FS107032,2019,29
4.28,4.123757,0.21899296,Maize,FS107032,2019,32
4.28,4.2925925,0.19522487,Maize,FS107032,2019,36
4.28,4.242525,0.14054444,Maize,FS107032,2019,38
4.28,4.213984,0.20910922,Maize,FS107032,2019,39
4.28,4.228942,0.20898816,Maize,FS107032,2019,41
4.28,4.2366753,0.19134416,Maize,FS107032,2019,43
4.28,4.2740617,0.24925908,Maize,FS107032,2019,48
3.35,3.5184362,0.29540578,Maize,FS107032,2022,6
3.35,3.716936,0.3948707,Maize,FS107032,2022,7
3.35,3.680629,0.3765357,Maize,FS107032,2022,11
3.35,3.5134819,0.29504013,Maize,FS107032,2022,14
3.35,3.724343,0.39743495,Maize,FS107032,2022,18
3.35,3.293241,0.21746747,Maize,FS107032,2022,21
3.35,3.344269,0.23074698,Maize,FS107032,2022,23
3.35,3.298212,0.17832918,Maize,FS107032,2022,26
3.35,3.5251293,0.33580956,Maize,FS107032,2022,28
3.35,3.4608402,0.23585872,Maize,FS107032,2022,30
3.35,3.5530097,0.28040344,Maize,FS107032,2022,31
3.35,3.5631616,0.39341363,Maize,FS107032,2022,33
3.35,3.7622726,0.576067,Maize,FS107032,2022,40
3.35,3.3786154,0.30927306,Maize,FS107032,2022,42
3.35,3.5381176,0.2779111,Maize,FS107032,2022,47
3.35,3.430671,0.21607332,Maize,FS107032,2022,50
6.61,6.4236894,0.35806227,Maize,FS107032,2023,7
6.61,6.3972554,0.34045896,Maize,FS107032,2023,9
6.61,6.336321,0.43728,Maize,FS107032,2023,10
6.61,6.4478426,0.2541472,Maize,FS107032,2023,14
6.61,6.4426775,0.3135009,Maize,FS107032,2023,17
6.61,6.3912663,0.30172423,Maize,FS107032,2023,21
6.61,6.3987026,0.3232697,Maize,FS107032,2023,24
6.61,6.4584923,0.2583954,Maize,FS107032,2023,26
6.61,6.4915023,0.28843802,Maize,FS107032,2023,27
6.61,6.429349,0.19639023,Maize,FS107032,2023,29
6.61,6.370581,0.30814517,Maize,FS107032,2023,33
6.61,6.4115086,0.3190771,Maize,FS107032,2023,34
6.61,6.5597944,0.28591588,Maize,FS107032,2023,36
6.61,6.3258886,0.4688512,Maize,FS107032,2023,39
6.61,6.5028005,0.25601307,Maize,FS107032,2023,45
6.61,6.3035016,0.3443917,Maize,FS107032,2023,50
6.61,6.0349483,0.6596592,Maize,FS107032,2023,52
8.81,8.2389,0.4131616,Maize,FS107159,2018,6
8.81,8.696238,0.31697586,Maize,FS107159,2018,7
8.81,8.693901,0.24632126,Maize,FS107159,2018,11
8.81,8.639952,0.25652117,Maize,FS107159,2018,14
8.81,8.109202,0.47264484,Maize,FS107159,2018,19
8.81,8.517368,0.27797455,Maize,FS107159,2018,21
8.81,8.280292,0.44953465,Maize,FS107159,2018,24
8.81,8.35709,0.42869195,Maize,FS107159,2018,26
8.81,8.360051,0.3192016,Maize,FS107159,2018,30
8.81,8.180917,0.54143935,Maize,FS107159,2018,33
8.81,8.227234,0.36453283,Maize,FS107159,2018,35
8.81,8.068506,0.51107407,Maize,FS107159,2018,36
8.81,8.259036,0.36519417,Maize,FS107159,2018,38
8.81,8.4191675,0.27167353,Maize,FS107159,2018,40
8.81,8.28912,0.28056002,Maize,FS107159,2018,42
8.81,8.601653,0.23652412,Maize,FS107159,2018,52
4.55,4.6183777,0.2364479,Maize,FS107159,2019,3
4.55,4.8986316,0.31067404,Maize,FS107159,2019,19
4.55,4.7767806,0.2888757,Maize,FS107159,2019,20
4.55,4.836648,0.26594993,Maize,FS107159,2019,22
4.55,4.8593493,0.26051188,Maize,FS107159,2019,26
4.55,4.9030104,0.25900677,Maize,FS107159,2019,27
4.55,4.7520056,0.29254848,Maize,FS107159,2019,29
4.55,4.7791123,0.293601,Maize,FS107159,2019,32
4.55,4.8294683,0.324478,Maize,FS107159,2019,36
4.55,4.9443383,0.2770576,Maize,FS107159,2019,38
4.55,4.6974254,0.31587216,Maize,FS107159,2019,39
4.55,4.7191978,0.28601533,Maize,FS107159,2019,41
4.55,4.934903,0.32413548,Maize,FS107159,2019,43
4.55,4.8754616,0.43329984,Maize,FS107159,2019,48
5.86,5.6408663,0.27276298,Maize,FS107159,2020,6
5.86,5.8803773,0.21977922,Maize,FS107159,2020,8
5.86,6.291985,0.31863335,Maize,FS107159,2020,10
5.86,5.816964,0.24692728,Maize,FS107159,2020,13
5.86,5.7314286,0.30086,Maize,FS107159,2020,16
5.86,5.7214403,0.3261149,Maize,FS107159,2020,18
5.86,5.6593156,0.30410576,Maize,FS107159,2020,20
