Yield_mean,Predicted_Yield,Prediction_Uncertainty,Crop_type,FIELDID,Year,Week
4.04,3.2180076,0.68658274,Maize,FS100098,2018,6
4.04,3.8853858,0.6722172,Maize,FS100098,2018,7
4.04,3.1471174,0.6575977,Maize,FS100098,2018,11
4.04,3.2904465,0.621152,Maize,FS100098,2018,14
4.04,3.255112,0.55479485,Maize,FS100098,2018,19
4.04,3.5370417,0.56131977,Maize,FS100098,2018,21
4.04,3.3812943,0.51706403,Maize,FS100098,2018,24
4.04,4.0238223,0.67172766,Maize,FS100098,2018,26
4.04,3.9362803,0.6601784,Maize,FS100098,2018,30
4.04,3.708953,0.691669,Maize,FS100098,2018,33
4.04,3.0513828,0.5493937,Maize,FS100098,2018,35
4.04,3.2198718,0.51460063,Maize,FS100098,2018,36
4.04,3.0558093,0.59603524,Maize,FS100098,2018,38
4.04,3.1831472,0.586168,Maize,FS100098,2018,40
4.04,3.2032874,0.64354646,Maize,FS100098,2018,42
4.04,3.117798,0.6864897,Maize,FS100098,2018,48
4.04,3.4233713,0.52179015,Maize,FS100098,2018,52
1.72,1.9709543,0.52639854,Maize,FS100098,2019,3
1.72,2.2003596,0.4052762,Maize,FS100098,2019,19
1.72,2.1383147,0.38063106,Maize,FS100098,2019,20
1.72,2.1345968,0.56018597,Maize,FS100098,2019,22
1.72,2.03119,0.36631024,Maize,FS100098,2019,26
1.72,2.4057178,0.4971519,Maize,FS100098,2019,27
1.72,2.6365943,0.66712856,Maize,FS100098,2019,29
1.72,2.0184479,0.40998158,Maize,FS100098,2019,32
1.72,1.9359653,0.40207025,Maize,FS100098,2019,36
1.72,2.297792,0.43639275,Maize,FS100098,2019,38
1.72,1.8755382,0.3027235,Maize,FS100098,2019,39
1.72,2.0610614,0.40904734,Maize,FS100098,2019,41
1.72,2.277143,0.54221696,Maize,FS100098,2019,43
1.72,2.249535,0.5056921,Maize,FS100098,2019,48
2.36,2.089703,0.33360064,Maize,FS101335,2020,6
2.36,2.5095398,0.28129503,Maize,FS101335,2020,8
2.36,3.2381616,0.9135517,Maize,FS101335,2020,10
2.36,2.5423625,0.2982654,Maize,FS101335,2020,13
2.36,2.9576347,0.6723664,Maize,FS101335,2020,16
2.36,2.668417,0.44832668,Maize,FS101335,2020,18
2.36,2.852377,0.61897916,Maize,FS101335,2020,20
2.36,2.640938,0.44106513,Maize,FS101335,2020,23
2.36,2.758192,0.5344679,Maize,FS101335,2020,25
2.36,2.7838488,0.44675514,Maize,FS101335,2020,28
2.36,2.7233536,0.518941,Maize,FS101335,2020,32
2.36,2.678422,0.3518658,Maize,FS101335,2020,34
2.36,2.6542127,0.3943096,Maize,FS101335,2020,35
2.36,2.6796656,0.43807927,Maize,FS101335,2020,37
2.36,2.800058,0.50085443,Maize,FS101335,2020,39
2.36,2.8369796,0.4989018,Maize,FS101335,2020,42
2.36,2.7035286,0.55904174,Maize,FS101335,2020,47
2.36,2.8568954,0.51646966,Maize,FS101335,2020,51
5.06,4.4103985,0.7023154,Maize,FS101335,2021,11
5.06,4.6658106,0.50227207,Maize,FS101335,2021,15
5.06,4.733776,0.4126467,Maize,FS101335,2021,17
5.06,4.893076,0.3717368,Maize,FS101335,2021,18
5.06,4.996108,0.50513047,Maize,FS101335,2021,20
5.06,4.660288,0.63869596,Maize,FS101335,2021,23
5.06,4.6594844,0.4299555,Maize,FS101335,2021,25
5.06,4.5444717,0.58902246,Maize,FS101335,2021,27
5.06,4.7902517,0.40581104,Maize,FS101335,2021,30
5.06,4.559784,0.54213643,Maize,FS101335,2021,34
5.06,4.1178374,0.82668024,Maize,FS101335,2021,37
5.06,4.749371,0.49265882,Maize,FS101335,2021,39
5.06,4.528235,0.49402332,Maize,FS101335,2021,41
5.06,5.019617,0.42665735,Maize,FS101335,2021,46
5.06,4.964676,0.41327316,Maize,FS101335,2021,47
1.14,1.1275568,0.38912788,Maize,FS101335,2022,6
1.14,0.97617877,0.3634722,Maize,FS101335,2022,7
1.14,1.010628,0.33822954,Maize,FS101335,2022,11
1.14,1.0372647,0.41355306,Maize,FS101335,2022,14
1.14,0.98229945,0.22849736,Maize,FS101335,2022,18
1.14,1.1730602,0.37109464,Maize,FS101335,2022,21
1.14,1.4645935,0.44557276,Maize,FS101335,2022,23
1.14,0.9914984,0.2750827,Maize,FS101335,2022,26
1.14,1.0957879,0.35913014,Maize,FS101335,2022,28
1.14,1.2236234,0.31498176,Maize,FS101335,2022,30
1.14,1.1927036,0.41024417,Maize,FS101335,2022,31
1.14,1.0570536,0.34127426,Maize,FS101335,2022,33
1.14,1.1742854,0.35902092,Maize,FS101335,2022,40
1.14,1.4565045,0.58460796,Maize,FS101335,2022,42
1.14,0.99398416,0.40943012,Maize,FS101335,2022,47
1.14,0.953368,0.44186485,Maize,FS101335,2022,50
1.75,1.7936348,0.3268663,Maize,FS102154,2018,6
1.75,1.8201432,0.26646072,Maize,FS102154,2018,7
1.75,1.9215033,0.28805277,Maize,FS102154,2018,11
1.75,2.0651734,0.45400506,Maize,FS102154,2018,14
1.75,1.9860942,0.411591,Maize,FS102154,2018,19
1.75,1.9048638,0.29496032,Maize,FS102154,2018,21
1.75,2.0197217,0.44953263,Maize,FS102154,2018,24
1.75,1.606092,0.32768446,Maize,FS102154,2018,26
1.75,1.8553108,0.31215626,Maize,FS102154,2018,30
1.75,1.8022405,0.27036113,Maize,FS102154,2018,33
1.75,1.8203045,0.27259237,Maize,FS102154,2018,35
1.75,1.725027,0.20597269,Maize,FS102154,2018,36
1.75,1.6951039,0.22833638,Maize,FS102154,2018,38
1.75,1.7223353,0.24174353,Maize,FS102154,2018,40
1.75,1.9939477,0.46931785,Maize,FS102154,2018,42
1.75,1.7484981,0.31078854,Maize,FS102154,2018,48
1.75,1.7759078,0.24074125,Maize,FS102154,2018,52
3.37,3.2728238,0.25096038,Maize,FS102154,2020,6
3.37,3.3523884,0.20014448,Maize,FS102154,2020,8
3.37,3.2961433,0.27599007,Maize,FS102154,2020,10
3.37,3.340513,0.28053406,Maize,FS102154,2020,13
3.37,3.0829272,0.41949332,Maize,FS102154,2020,16
3.37,3.245821,0.2894907,Maize,FS102154,2020,18
3.37,3.0945349,0.44721836,Maize,FS102154,2020,20
3.37,2.9987674,0.3800297,Maize,FS102154,2020,23
3.37,3.133231,0.37632382,Maize,FS102154,2020,25
3.37,3.0778797,0.36857066,Maize,FS102154,2020,28
3.37,2.9718945,0.43861747,Maize,FS102154,2020,32
3.37,2.973188,0.32536635,Maize,FS102154,2020,34
3.37,3.0124416,0.4602865,Maize,FS102154,2020,35
3.37,3.1376786,0.33216813,Maize,FS102154,2020,37
3.37,3.2744305,0.37937406,Maize,FS102154,2020,39
3.37,3.188523,0.29405704,Maize,FS102154,2020,42
3.37,3.0560262,0.46339312,Maize,FS102154,2020,47
3.37,2.932118,0.43901533,Maize,FS102154,2020,51
0.67,0.8791649,0.3391891,Maize,FS102154,2022,6
0.67,0.9029266,0.3277959,Maize,FS102154,2022,7
0.67,0.69040406,0.2255159,Maize,FS102154,2022,11
0.67,0.8534025,0.39345202,Maize,FS102154,2022,14
0.67,0.788007,0.2025483,Maize,FS102154,2022,18
0.67,0.84775573,0.2906992,Maize,FS102154,2022,21
0.67,0.8785117,0.34223184,Maize,FS102154,2022,23
0.67,0.8870768,0.25303128,Maize,FS102154,2022,26
0.67,0.74377096,0.29691964,Maize,FS102154,2022,28
0.67,0.8518052,0.24731264,Maize,FS102154,2022,30
0.67,1.1544847,0.40998945,Maize,FS102154,2022,31
0.67,0.9664277,0.37287933,Maize,FS102154,2022,33
0.67,1.0021181,0.44350448,Maize,FS102154,2022,40
0.67,0.8396766,0.3581514,Maize,FS102154,2022,42
0.67,0.7802361,0.19475397,Maize,FS102154,2022,47
0.67,0.77409995,0.26102504,Maize,FS102154,2022,50
6.44,5.312772,0.8377183,Maize,FS103223,2018,6
6.44,4.9485765,1.1077257,Maize,FS103223,2018,7
6.44,6.07979,0.5181643,Maize,FS103223,2018,11
6.44,5.3921986,0.8276939,Maize,FS103223,2018,14
6.44,5.715932,0.60067594,Maize,FS103223,2018,19
6.44,5.2048492,0.8061928,Maize,FS103223,2018,21
6.44,5.0826855,1.0867319,Maize,FS103223,2018,24
6.44,5.531296,0.9601919,Maize,FS103223,2018,26
6.44,5.2714844,0.79396796,Maize,FS103223,2018,30
6.44,5.1775165,0.89380693,Maize,FS103223,2018,33
6.44,5.3408704,0.731765,Maize,FS103223,2018,35
6.44,5.081704,0.96459365,Maize,FS103223,2018,36
6.44,5.177855,0.9848326,Maize,FS103223,2018,38
6.44,5.4011145,0.7671746,Maize,FS103223,2018,40
6.44,5.2884784,0.96174186,Maize,FS103223,2018,42
6.44,5.3379307,0.9501157,Maize,FS103223,2018,48
6.44,5.491265,0.87217104,Maize,FS103223,2018,52
2.66,3.1139843,0.5537739,Maize,FS103223,2019,3
2.66,3.2840579,0.559952,Maize,FS103223,2019,19
2.66,3.7491164,0.61463463,Maize,FS103223,2019,20
2.66,3.5445483,0.72814727,Maize,FS103223,2019,22
2.66,3.6700048,0.6792254,Maize,FS103223,2019,26
2.66,3.7417798,0.6122199,Maize,FS103223,2019,27
2.66,3.797174,0.7266482,Maize,FS103223,2019,29
2.66,3.611094,0.8305438,Maize,FS103223,2019,32
2.66,3.3434145,0.7460171,Maize,FS103223,2019,36
2.66,3.6385117,0.7203684,Maize,FS103223,2019,38
2.66,3.4549572,0.75502175,Maize,FS103223,2019,39
2.66,3.2133245,0.4940594,Maize,FS103223,2019,41
2.66,3.5296948,0.71537954,Maize,FS103223,2019,43
2.66,3.4877985,0.780329,Maize,FS103223,2019,48
5.18,4.8204083,0.32647026,Maize,FS103223,2020,6
5.18,4.421376,0.5199072,Maize,FS103223,2020,8
5.18,4.1357026,0.6034779,Maize,FS103223,2020,10
5.18,4.777248,0.5910471,Maize,FS103223,2020,13
5.18,4.687595,0.44641665,Maize,FS103223,2020,16
5.18,4.517207,0.48220298,Maize,FS103223,2020,18
5.18,4.7098947,0.461769,Maize,FS103223,2020,20
5.18,4.575651,0.5553837,Maize,FS103223,2020,23
5.18,4.4982524,0.4823225,Maize,FS103223,2020,25
5.18,4.2290516,0.5872373,Maize,FS103223,2020,28
5.18,4.619833,0.5190051,Maize,FS103223,2020,32
5.18,4.807219,0.39268947,Maize,FS103223,2020,34
5.18,4.4204555,0.54386383,Maize,FS103223,2020,35
5.18,4.5961537,0.43897885,Maize,FS103223,2020,37
5.18,4.8139067,0.44064516,Maize,FS103223,2020,39
5.18,4.5651646,0.5305816,Maize,FS103223,2020,42
5.18,4.5054836,0.49800768,Maize,FS103223,2020,47
5.18,4.526533,0.48870826,Maize,FS103223,2020,51
5.25,4.9139733,0.4690163,Maize,FS103223,2021,11
5.25,5.695965,0.41442555,Maize,FS103223,2021,15
5.25,5.1954145,0.3413036,Maize,FS103223,2021,17
5.25,5.798518,0.4480893,Maize,FS103223,2021,18
5.25,5.3690553,0.32129663,Maize,FS103223,2021,20
5.25,5.3168583,0.34455323,Maize,FS103223,2021,23
5.25,5.3567934,0.3584462,Maize,FS103223,2021,25
5.25,5.1879706,0.3684683,Maize,FS103223,2021,27
5.25,5.0866466,0.4100469,Maize,FS103223,2021,30
5.25,5.208429,0.38232026,Maize,FS103223,2021,34
5.25,5.2891307,0.41349524,Maize,FS103223,2021,37
5.25,5.4454236,0.3886245,Maize,FS103223,2021,39
5.25,5.391696,0.3363514,Maize,FS103223,2021,41
5.25,5.282685,0.35728005,Maize,FS103223,2021,46
5.25,5.4922967,0.43003282,Maize,FS103223,2021,47
5.05,5.4032936,0.4873085,Maize,FS103223,2023,7
5.05,5.5393386,0.456735,Maize,FS103223,2023,9
5.05,5.464404,0.43454453,Maize,FS103223,2023,10
5.05,5.920933,0.4819569,Maize,FS103223,2023,14
5.05,5.771888,0.50813746,Maize,FS103223,2023,17
5.05,5.7149425,0.5509013,Maize,FS103223,2023,21
5.05,5.381926,0.3979944,Maize,FS103223,2023,24
5.05,5.559655,0.3892326,Maize,FS103223,2023,26
5.05,5.9492316,0.5559165,Maize,FS103223,2023,27
5.05,5.9816594,0.6032523,Maize,FS103223,2023,29
5.05,5.7731905,0.5366923,Maize,FS103223,2023,33
5.05,5.575294,0.4467621,Maize,FS103223,2023,34
5.05,5.9563627,0.73410803,Maize,FS103223,2023,36
5.05,5.5985765,0.5662375,Maize,FS103223,2023,39
5.05,5.623721,0.43989533,Maize,FS103223,2023,45
5.05,5.5877986,0.58290756,Maize,FS103223,2023,46
5.05,6.1147532,0.6834846,Maize,FS103223,2023,50
5.05,6.015705,0.5691957,Maize,FS103223,2023,52
2.49,2.529159,0.43866995,Maize,FS104711,2018,6
2.49,2.8403153,0.5079768,Maize,FS104711,2018,7
2.49,2.404214,0.19337402,Maize,FS104711,2018,11
2.49,2.5402906,0.2724005,Maize,FS104711,2018,14
2.49,2.8392859,0.36979148,Maize,FS104711,2018,19
2.49,2.9408658,0.4312802,Maize,FS104711,2018,21
2.49,2.9851437,0.5211165,Maize,FS104711,2018,24
2.49,2.742562,0.40717995,Maize,FS104711,2018,26
2.49,2.7800333,0.36623394,Maize,FS104711,2018,30
2.49,2.954608,0.55248445,Maize,FS104711,2018,33
2.49,2.8814576,0.4463073,Maize,FS104711,2018,35
2.49,2.75349,0.38262346,Maize,FS104711,2018,36
2.49,2.749313,0.29470417,Maize,FS104711,2018,38
2.49,2.6095767,0.29595855,Maize,FS104711,2018,40
2.49,2.8340714,0.456806,Maize,FS104711,2018,42
2.49,2.554587,0.3599556,Maize,FS104711,2018,48
2.49,2.7919986,0.4358323,Maize,FS104711,2018,52
1.81,2.2364795,0.63629776,Maize,FS104711,2019,3
1.81,1.650785,0.23884545,Maize,FS104711,2019,19
1.81,1.7165457,0.2628834,Maize,FS104711,2019,20
1.81,1.8471315,0.37843755,Maize,FS104711,2019,22
1.81,1.8953427,0.36301422,Maize,FS104711,2019,26
1.81,1.6989805,0.24779731,Maize,FS104711,2019,27
1.81,1.8052509,0.28164756,Maize,FS104711,2019,29
1.81,1.9358592,0.42038763,Maize,FS104711,2019,32
1.81,1.6832635,0.2511355,Maize,FS104711,2019,36
1.81,1.668598,0.24430184,Maize,FS104711,2019,38
1.81,1.813644,0.43308213,Maize,FS104711,2019,39
1.81,1.6457869,0.21085541,Maize,FS104711,2019,41
1.81,1.5442942,0.33296576,Maize,FS104711,2019,43
1.81,1.9220374,0.26084438,Maize,FS104711,2019,48
3.15,3.1203594,0.2239332,Maize,FS104711,2022,6
3.15,2.906151,0.29788923,Maize,FS104711,2022,7
3.15,2.9627883,0.24759994,Maize,FS104711,2022,11
3.15,2.9167778,0.28842956,Maize,FS104711,2022,14
3.15,2.8998759,0.29432207,Maize,FS104711,2022,18
3.15,2.7528982,0.35557902,Maize,FS104711,2022,21
3.15,3.3278005,0.36830014,Maize,FS104711,2022,23
3.15,2.926469,0.23968968,Maize,FS104711,2022,26
3.15,2.6579773,0.3467648,Maize,FS104711,2022,28
3.15,2.8580897,0.29369232,Maize,FS104711,2022,30
3.15,2.7299685,0.31735507,Maize,FS104711,2022,31
3.15,2.6878252,0.42507085,Maize,FS104711,2022,33
3.15,3.1548944,0.28985676,Maize,FS104711,2022,40
3.15,2.932878,0.3899727,Maize,FS104711,2022,42
3.15,3.054606,0.28007403,Maize,FS104711,2022,47
3.15,2.9812253,0.31447974,Maize,FS104711,2022,50
4.96,4.9037232,0.21097818,Maize,FS105305,2021,11
4.96,5.082435,0.32838032,Maize,FS105305,2021,15
4.96,5.1123686,0.31679177,Maize,FS105305,2021,17
4.96,5.2661877,0.29076388,Maize,FS105305,2021,18
4.96,5.3121095,0.42309353,Maize,FS105305,2021,20
4.96,5.1122847,0.24349381,Maize,FS105305,2021,23
4.96,5.204876,0.27880818,Maize,FS105305,2021,25
4.96,5.172804,0.2691043,Maize,FS105305,2021,27
4.96,5.261824,0.29088953,Maize,FS105305,2021,30
4.96,4.886696,0.22205207,Maize,FS105305,2021,34
4.96,4.9988008,0.20171654,Maize,FS105305,2021,37
4.96,4.9338317,0.24683078,Maize,FS105305,2021,39
4.96,5.1224017,0.2477033,Maize,FS105305,2021,41
4.96,5.111699,0.2615245,Maize,FS105305,2021,46
4.96,5.0642,0.3111528,Maize,FS105305,2021,47
6.71,6.3495197,0.44104868,Maize,FS105305,2023,7
6.71,6.415403,0.3640303,Maize,FS105305,2023,9
6.71,6.3690095,0.34083647,Maize,FS105305,2023,10
6.71,6.505164,0.2534359,Maize,FS105305,2023,14
6.71,6.613597,0.2282712,Maize,FS105305,2023,17
6.71,6.6296024,0.21851914,Maize,FS105305,2023,21
6.71,6.250493,0.36042485,Maize,FS105305,2023,24
6.71,6.6991396,0.1568057,Maize,FS105305,2023,26
6.71,6.754173,0.18491012,Maize,FS105305,2023,27
6.71,6.669284,0.23457761,Maize,FS105305,2023,29
6.71,6.775014,0.14777802,Maize,FS105305,2023,33
6.71,6.709568,0.14388914,Maize,FS105305,2023,34
6.71,6.558249,0.20352654,Maize,FS105305,2023,36
6.71,6.608813,0.21433668,Maize,FS105305,2023,39
6.71,6.6419415,0.18006726,Maize,FS105305,2023,45
6.71,6.430407,0.2616397,Maize,FS105305,2023,46
6.71,6.3534594,0.390286,Maize,FS105305,2023,50
6.71,6.51625,0.3526101,Maize,FS105305,2023,52
8.9,8.749536,0.36180726,Maize,FS105353,2018,6
8.9,8.67252,0.35675025,Maize,FS105353,2018,7
8.9,8.869904,0.24976303,Maize,FS105353,2018,11
8.9,8.6857195,0.3276106,Maize,FS105353,2018,14
8.9,8.535371,0.4135326,Maize,FS105353,2018,19
8.9,8.916226,0.19781521,Maize,FS105353,2018,21
8.9,8.825068,0.3133249,Maize,FS105353,2018,24
8.9,8.830911,0.25969192,Maize,FS105353,2018,26
8.9,8.829003,0.26549444,Maize,FS105353,2018,30
8.9,8.629665,0.33291247,Maize,FS105353,2018,33
8.9,8.70883,0.26843518,Maize,FS105353,2018,35
8.9,8.437841,0.52533954,Maize,FS105353,2018,36
8.9,8.694044,0.28200024,Maize,FS105353,2018,38
8.9,8.789925,0.27088436,Maize,FS105353,2018,40
8.9,8.646382,0.2989223,Maize,FS105353,2018,42
8.9,8.649568,0.29528207,Maize,FS105353,2018,48
8.9,8.840782,0.22918324,Maize,FS105353,2018,52
4.68,4.5308332,0.2880474,Maize,FS105353,2019,3
4.68,4.770254,0.27481303,Maize,FS105353,2019,19
4.68,4.8393,0.2958562,Maize,FS105353,2019,20
4.68,4.8041167,0.2832026,Maize,FS105353,2019,22
4.68,4.831342,0.21393993,Maize,FS105353,2019,26
4.68,4.8255677,0.23564823,Maize,FS105353,2019,27
4.68,4.75918,0.2705575,Maize,FS105353,2019,29
4.68,4.7075543,0.33272916,Maize,FS105353,2019,32
4.68,4.761214,0.34070963,Maize,FS105353,2019,36
4.68,4.7934284,0.27151322,Maize,FS105353,2019,38
4.68,4.8155255,0.32250232,Maize,FS105353,2019,39
4.68,4.5487523,0.2945307,Maize,FS105353,2019,41
4.68,4.798908,0.3118511,Maize,FS105353,2019,43
4.68,5.1342626,0.5082323,Maize,FS105353,2019,48
6.57,6.4935637,0.23741718,Maize,FS105353,2021,11
6.57,6.4163885,0.23319839,Maize,FS105353,2021,15
6.57,6.407686,0.23929258,Maize,FS105353,2021,17
6.57,6.471935,0.20871451,Maize,FS105353,2021,18
6.57,6.5772285,0.27721962,Maize,FS105353,2021,20
6.57,6.434769,0.228688,Maize,FS105353,2021,23
6.57,6.4654303,0.2405611,Maize,FS105353,2021,25
6.57,6.5181518,0.24283434,Maize,FS105353,2021,27
6.57,6.3953404,0.28795084,Maize,FS105353,2021,30
6.57,6.5088677,0.2368199,Maize,FS105353,2021,34
6.57,6.678086,0.2123224,Maize,FS105353,2021,37
6.57,6.557826,0.22410765,Maize,FS105353,2021,39
6.57,6.6536794,0.19295959,Maize,FS105353,2021,41
6.57,6.509906,0.26662388,Maize,FS105353,2021,46
6.57,6.5344405,0.3073035,Maize,FS105353,2021,47
8.06,7.9417405,0.23053806,Maize,FS105353,2023,7
8.06,7.9907594,0.19358283,Maize,FS105353,2023,9
8.06,7.772531,0.24527706,Maize,FS105353,2023,10
8.06,7.9719715,0.24092373,Maize,FS105353,2023,14
8.06,7.96631,0.22228603,Maize,FS105353,2023,17
8.06,7.9920526,0.17752713,Maize,FS105353,2023,21
8.06,7.755252,0.20724103,Maize,FS105353,2023,24
8.06,8.010878,0.18874669,Maize,FS105353,2023,26
8.06,8.015439,0.15407987,Maize,FS105353,2023,27
8.06,8.017965,0.18173222,Maize,FS105353,2023,29
8.06,7.881648,0.17573948,Maize,FS105353,2023,33
8.06,7.938038,0.16957252,Maize,FS105353,2023,34
8.06,7.8459034,0.21487956,Maize,FS105353,2023,36
8.06,7.8986773,0.21471117,Maize,FS105353,2023,39
8.06,8.040974,0.20466909,Maize,FS105353,2023,45
8.06,7.753189,0.22817063,Maize,FS105353,2023,46
8.06,7.932121,0.19415161,Maize,FS105353,2023,50
8.06,7.8773317,0.21361251,Maize,FS105353,2023,52
6.49,6.3693275,0.4932219,Maize,FS105389,2018,6
6.49,6.321426,0.40650922,Maize,FS105389,2018,7
6.49,5.724381,0.6383631,Maize,FS105389,2018,11
6.49,5.8700643,0.48770738,Maize,FS105389,2018,14
6.49,6.587858,0.38032126,Maize,FS105389,2018,19
6.49,6.658803,0.31428376,Maize,FS105389,2018,21
6.49,6.48807,0.28678247,Maize,FS105389,2018,24
6.49,6.74537,0.26457852,Maize,FS105389,2018,26
6.49,6.6284513,0.28525183,Maize,FS105389,2018,30
6.49,6.456818,0.32519054,Maize,FS105389,2018,35
6.49,6.65625,0.27668884,Maize,FS105389,2018,36
6.49,6.2829356,0.2924279,Maize,FS105389,2018,38
6.49,6.521844,0.29564217,Maize,FS105389,2018,40
6.49,6.590184,0.25566593,Maize,FS105389,2018,42
6.49,6.5613194,0.3446041,Maize,FS105389,2018,48
6.49,6.6543145,0.3326292,Maize,FS105389,2018,52
2.17,2.1625297,0.38667154,Maize,FS105401,2018,6
2.17,2.3063982,0.420655,Maize,FS105401,2018,7
2.17,2.3193254,0.40276796,Maize,FS105401,2018,11
2.17,2.431792,0.34209183,Maize,FS105401,2018,14
2.17,2.647319,0.51093525,Maize,FS105401,2018,19
2.17,2.5894477,0.51590157,Maize,FS105401,2018,21
2.17,2.590705,0.5386533,Maize,FS105401,2018,24
2.17,2.614676,0.53795546,Maize,FS105401,2018,26
2.17,2.717031,0.5262628,Maize,FS105401,2018,30
2.17,2.315684,0.46035567,Maize,FS105401,2018,33
2.17,2.417939,0.41515496,Maize,FS105401,2018,35
2.17,2.533467,0.5059085,Maize,FS105401,2018,36
2.17,2.2418227,0.33420217,Maize,FS105401,2018,38
2.17,2.3703153,0.41815174,Maize,FS105401,2018,40
2.17,2.4061244,0.48125553,Maize,FS105401,2018,42
2.17,2.4532883,0.4966014,Maize,FS105401,2018,48
2.17,2.3868542,0.39745846,Maize,FS105401,2018,52
2.54,2.7210014,0.5145539,Maize,FS105555,2018,6
2.54,3.216726,0.8417596,Maize,FS105555,2018,7
2.54,2.747682,0.34000212,Maize,FS105555,2018,11
2.54,2.6481092,0.32586697,Maize,FS105555,2018,14
2.54,3.0249722,0.3977666,Maize,FS105555,2018,19
2.54,3.3860745,0.68391883,Maize,FS105555,2018,21
2.54,3.1865838,0.66419643,Maize,FS105555,2018,24
2.54,3.565035,0.79963154,Maize,FS105555,2018,26
2.54,3.1616557,0.5589104,Maize,FS105555,2018,30
2.54,3.1082673,0.6426899,Maize,FS105555,2018,33
2.54,3.0809588,0.3750713,Maize,FS105555,2018,35
2.54,3.103526,0.5062331,Maize,FS105555,2018,36
2.54,2.9416566,0.35443223,Maize,FS105555,2018,38
2.54,2.8725758,0.40400437,Maize,FS105555,2018,40
2.54,3.1177912,0.4886285,Maize,FS105555,2018,42
2.54,2.6796405,0.2940447,Maize,FS105555,2018,48
2.54,2.9192057,0.47191238,Maize,FS105555,2018,52
2.44,2.3562918,0.3389929,Maize,FS105555,2019,3
2.44,2.2613878,0.26845255,Maize,FS105555,2019,19
2.44,2.2425284,0.2832716,Maize,FS105555,2019,20
2.44,2.8205414,0.5366332,Maize,FS105555,2019,22
2.44,2.2360413,0.32512933,Maize,FS105555,2019,26
2.44,2.7859435,0.453288,Maize,FS105555,2019,27
2.44,2.6244059,0.3968048,Maize,FS105555,2019,29
2.44,2.1393867,0.34980547,Maize,FS105555,2019,32
2.44,2.2431748,0.28668052,Maize,FS105555,2019,36
2.44,2.124038,0.2689476,Maize,FS105555,2019,38
2.44,2.224132,0.34626585,Maize,FS105555,2019,39
2.44,2.2064238,0.2366135,Maize,FS105555,2019,41
2.44,2.249074,0.29910076,Maize,FS105555,2019,43
2.44,2.4599807,0.29216418,Maize,FS105555,2019,48
2.91,3.1933846,0.28048173,Maize,FS105555,2022,6
2.91,3.0490427,0.27440023,Maize,FS105555,2022,7
2.91,3.1097114,0.29331538,Maize,FS105555,2022,11
2.91,3.0280187,0.3050814,Maize,FS105555,2022,14
2.91,3.070728,0.334405,Maize,FS105555,2022,18
2.91,3.198843,0.33267242,Maize,FS105555,2022,21
2.91,3.3359327,0.36795127,Maize,FS105555,2022,23
2.91,2.9571068,0.2740415,Maize,FS105555,2022,26
2.91,2.6224332,0.29048866,Maize,FS105555,2022,28
2.91,2.8258958,0.2601237,Maize,FS105555,2022,30
2.91,2.9597003,0.26140034,Maize,FS105555,2022,31
2.91,2.9779432,0.28216243,Maize,FS105555,2022,33
2.91,3.2047775,0.36252713,Maize,FS105555,2022,40
2.91,3.0861025,0.34085873,Maize,FS105555,2022,42
2.91,3.0057788,0.3096349,Maize,FS105555,2022,47
2.91,2.8789957,0.3309983,Maize,FS105555,2022,50
6.05,5.353772,0.6934608,Maize,FS105555,2023,7
6.05,5.066562,0.6564804,Maize,FS105555,2023,9
6.05,5.601731,0.5609624,Maize,FS105555,2023,10
6.05,5.7224054,0.36108363,Maize,FS105555,2023,14
6.05,5.807426,0.32303566,Maize,FS105555,2023,17
6.05,5.42891,0.44425496,Maize,FS105555,2023,21
6.05,5.4346023,0.55582523,Maize,FS105555,2023,24
6.05,5.5790405,0.40539348,Maize,FS105555,2023,26
6.05,5.9665766,0.32267755,Maize,FS105555,2023,27
6.05,5.3270106,0.55460364,Maize,FS105555,2023,29
6.05,5.5161195,0.4250979,Maize,FS105555,2023,33
6.05,5.7123218,0.36746326,Maize,FS105555,2023,34
6.05,5.773282,0.39225313,Maize,FS105555,2023,36
6.05,5.3514695,0.62154657,Maize,FS105555,2023,39
6.05,5.4177833,0.48209077,Maize,FS105555,2023,45
6.05,5.0871596,0.8305543,Maize,FS105555,2023,46
6.05,5.9401608,0.37783518,Maize,FS105555,2023,50
6.05,5.468796,0.5533305,Maize,FS105555,2023,52
1.85,2.5966241,0.6444155,Maize,FS105754,2018,6
1.85,2.677588,0.7250168,Maize,FS105754,2018,7
1.85,2.3630362,0.57716954,Maize,FS105754,2018,11
1.85,2.110323,0.3223035,Maize,FS105754,2018,14
1.85,2.52443,0.5065355,Maize,FS105754,2018,19
1.85,2.860863,0.7367302,Maize,FS105754,2018,21
1.85,2.6134367,0.6429742,Maize,FS105754,2018,24
1.85,2.7571359,0.78369033,Maize,FS105754,2018,26
1.85,2.6256213,0.6176,Maize,FS105754,2018,30
1.85,2.6006753,0.6428202,Maize,FS105754,2018,33
1.85,2.5782983,0.5275817,Maize,FS105754,2018,35
1.85,2.4989448,0.5630689,Maize,FS105754,2018,36
1.85,2.3851833,0.42108244,Maize,FS105754,2018,38
1.85,2.3443785,0.4324363,Maize,FS105754,2018,40
1.85,2.53898,0.47435468,Maize,FS105754,2018,42
1.85,2.394802,0.48413277,Maize,FS105754,2018,48
