Yield_mean,Predicted_Yield,Prediction_Uncertainty,Crop_type,FIELDID,Week
5.0,5.086948,0.23467436,Maize,NW50439,24
6.0,5.9195514,0.1553415,Maize,FS108437,22
4.5,4.577852,0.12717527,Maize,FS70923,7
4.5,4.3505807,0.093506664,Maize,FS110671,9
6.0,5.6697483,0.18006414,Maize,FS103478,8
4.8,4.642473,0.13947968,Maize,NW101191,3
5.0,4.9878826,0.16766693,Maize,NW30288,3
4.5,4.557986,0.15339501,Maize,FS114271,24
5.0,5.113502,0.10829332,Maize,NW74915,4
4.8,5.168909,0.26252368,Maize,FS91581,29
4.8,3.9692674,0.24444784,Maize,FS68965,5
6.0,5.4412513,0.17733502,Maize,FS89621,20
4.5,4.582363,0.21300316,Maize,NW103679,6
4.8,4.5780263,0.1475806,Maize,NW48047,14
4.5,4.562784,0.108950764,Maize,FS114938,27
6.0,5.9947734,0.14500211,Maize,FS109550,11
4.0,4.490904,0.11478206,Maize,NW84614,11
6.0,5.341748,0.2364293,Maize,FS106911,16
4.0,4.117862,0.13855498,Maize,FS208572,52
6.0,5.4353533,0.27177745,Maize,FS97355,27
3.5,4.055304,0.1490723,Maize,FS113140,5
6.0,5.451891,0.20298187,Maize,FS103056,16
4.5,4.4511538,0.09786433,Maize,FS228811,8
3.2,4.0775194,0.22540817,Maize,FS116538,4
4.8,4.660411,0.22554284,Maize,NW103100,16
3.5,4.387751,0.17010818,Maize,FS113032,18
4.5,4.675925,0.102323234,Maize,NW34568,21
6.0,5.4361353,0.22265197,Maize,FS107950,24
6.0,5.862859,0.13505085,Maize,FS102264,19
4.0,4.5148983,0.20299618,Maize,NW40807,3
5.0,5.0665846,0.102786824,Maize,NW30491,20
4.5,4.5943446,0.18374246,Maize,NW51684,15
6.0,5.885895,0.37557074,Maize,FS87584,20
4.8,4.652791,0.15313554,Maize,NW42695,8
6.0,5.164795,0.34194416,Maize,FS109417,14
6.0,5.9004083,0.13908903,Maize,FS105972,20
4.5,4.8722596,0.17501973,Maize,NW46059,8
4.5,4.480372,0.07066469,Maize,FS106840,15
6.0,5.7450905,0.21659195,Maize,FS109207,19
4.5,4.5407543,0.10186841,Maize,FS113995,11
6.0,6.0094447,0.09396785,Maize,FS94144,11
4.0,4.338632,0.11873417,Maize,NW40491,20
3.6,4.2742085,0.35616648,Maize,NW19564,27
6.0,5.7703056,0.1451612,Maize,FS105071,15
6.0,5.7565436,0.25268692,Maize,FS93415,4
4.5,4.535238,0.17863445,Maize,FS110180,16
4.8,4.56944,0.16640504,Maize,NW103126,14
6.0,5.2375407,0.22788772,Maize,FS103807,17
3.5,4.3789005,0.2978381,Maize,NW31844,17
3.5,4.4720383,0.13751107,Maize,FS111185,20
4.5,4.5967913,0.08904899,Maize,FS112144,10
4.5,4.5196395,0.13287123,Maize,FS113737,24
4.5,4.365928,0.13266659,Maize,FS114621,27
5.0,4.767802,0.1684821,Maize,NW31824,22
4.5,3.7941515,0.39223352,Maize,FS194619,2
3.5,4.4315925,0.1301279,Maize,FS113340,20
3.0,4.2963905,0.2499092,Maize,NW31660,17
4.5,4.69356,0.12829733,Maize,NW82140,7
6.0,5.352818,0.1324505,Maize,FS95539,20
5.0,4.5458503,0.21206507,Maize,FS113191,36
3.2,3.5133774,0.14694183,Maize,FS221291,23
6.0,5.561231,0.1486526,Maize,FS88508,18
6.0,5.8039107,0.15894844,Maize,FS97486,20
4.5,4.594181,0.105397075,Maize,FS113550,10
5.0,4.385233,0.37773645,Maize,NW27562,26
3.5,4.4083266,0.2434295,Maize,FS110560,2
4.5,4.2542043,0.114517815,Maize,FS114103,9
5.0,4.9479966,0.22693123,Maize,FS221690,51
4.5,4.8452587,0.15140025,Maize,FS114655,7
6.0,5.824411,0.1458782,Maize,FS108017,27
4.5,4.471141,0.09514114,Maize,FS114799,15
3.5,3.9587088,0.30986834,Maize,NW103087,26
4.5,4.6215296,0.10464997,Maize,FS114844,20
5.0,5.029519,0.10517028,Maize,FS224283,3
6.0,5.373833,0.21101302,Maize,FS92919,20
5.0,4.626955,0.16126266,Maize,FS224048,7
5.0,4.8844533,0.07286545,Maize,NW30924,21
5.0,4.7590594,0.11093976,Maize,FS112604,6
4.5,4.449714,0.14230052,Maize,FS70865,27
4.5,4.5360317,0.098498404,Maize,FS115227,6
6.0,5.3352036,0.19086233,Maize,FS106278,11
3.8,4.205895,0.12698396,Maize,FS222479,48
3.5,4.4734263,0.3057108,Maize,FS111458,26
3.0,3.7760055,0.35326272,Maize,NW21202,8
4.5,4.592857,0.09084209,Maize,FS113891,16
6.0,5.896373,0.15492792,Maize,FS93431,13
4.0,4.074452,0.1321223,Maize,FS72576,8
4.0,4.0973473,0.120099045,Maize,NW43402,8
4.5,4.7528243,0.16521297,Maize,NW54067,22
5.5,5.069751,0.24532238,Maize,FS233325,26
4.5,4.5113473,0.17405818,Maize,NW44514,24
4.8,5.0362396,0.22282319,Maize,NW46927,26
4.5,4.447584,0.11546431,Maize,NW104574,7
5.0,4.642744,0.1328746,Maize,FS224222,14
5.0,4.7515697,0.12127426,Maize,FS112689,5
3.2,3.5510247,0.21141693,Maize,FS142029,8
3.5,4.3284297,0.17407964,Maize,FS70466,10
3.5,4.0358644,0.1509589,Maize,FS110114,23
5.0,4.6874495,0.1325927,Maize,FS114310,3
6.0,5.7347326,0.13219085,Maize,FS88123,23
4.5,4.494955,0.09406745,Maize,FS115125,24
6.0,5.7300158,0.21342185,Maize,FS92030,3
4.5,3.9469354,0.15104632,Maize,FS227175,14
2.5,2.789709,0.32439166,Maize,NW17889,28
5.0,4.4161243,0.20037217,Maize,FS112942,27
6.0,4.96665,0.29601622,Maize,FS110422,19
4.5,4.429861,0.09317414,Maize,FS70951,12
5.5,5.1023974,0.22989748,Maize,FS104078,16
5.0,4.4012523,0.11454215,Maize,FS110528,11
4.8,4.566939,0.093077175,Maize,NW101191,20
6.0,5.3135414,0.24754445,Maize,FS90708,11
4.8,4.9596043,0.23163499,Maize,NW45691,22
4.0,4.1367607,0.19668967,Maize,FS215719,14
3.0,3.2031457,0.28866044,Maize,NW22228,6
5.5,4.8459826,0.3060374,Maize,FS99724,21
4.5,4.431835,0.15333256,Maize,FS70840,13
5.5,5.178274,0.41553205,Maize,FS116316,9
6.0,4.930914,0.2587597,Maize,FS91188,33
4.8,4.626887,0.16078039,Maize,NW103490,28
5.0,4.873018,0.11055926,Maize,NW30791,29
6.0,5.7061505,0.18012033,Maize,FS106481,18
6.0,6.0141163,0.11107107,Maize,FS96297,14
6.0,5.949278,0.21361366,Maize,FS106935,4
4.5,4.7343125,0.09479568,Maize,FS114580,24
4.8,4.6916494,0.08036933,Maize,NW5359,11
4.5,4.801181,0.18971321,Maize,NW38916,20
3.8,4.338941,0.09772592,Maize,NW53972,9
6.0,5.5938373,0.23904301,Maize,FS90283,9
6.0,5.627699,0.27645442,Maize,FS93607,51
6.0,5.935614,0.14460477,Maize,FS107890,10
5.0,4.93751,0.12000355,Maize,NW30360,51
4.8,4.5170403,0.10936825,Maize,NW104060,11
4.8,4.611725,0.1685326,Maize,NW47953,9
4.5,4.2476206,0.14165966,Maize,FS199820,11
6.0,5.820566,0.13262694,Maize,FS106079,4
4.0,3.808278,0.24118006,Maize,NW47587,35
3.5,3.878805,0.23594223,Maize,NW32222,14
4.5,4.3530025,0.21852162,Maize,NW85381,18
6.0,5.396437,0.30128548,Maize,FS107073,51
4.5,4.461455,0.11347621,Maize,NW53580,7
4.5,4.521367,0.10106593,Maize,FS112025,16
3.0,3.881434,0.22636104,Maize,FS190899,18
3.0,2.9913764,0.12303799,Maize,NW21351,4
5.0,4.9360976,0.19345371,Maize,NW81888,32
4.5,4.454916,0.13984291,Maize,FS112260,19
4.5,4.5334044,0.101946145,Maize,FS114251,5
4.0,4.5349874,0.13164715,Maize,NW15158,17
5.0,4.921276,0.19586784,Maize,NW30297,9
4.5,4.293271,0.11576485,Maize,FS199820,52
3.2,3.635224,0.20299035,Maize,FS217641,35
4.5,4.347271,0.13773495,Maize,FS179000,14
4.0,4.106106,0.13849992,Maize,NW52220,50
4.5,4.5719666,0.13126235,Maize,FS114952,20
4.5,4.552417,0.094497114,Maize,FS115138,7
3.8,4.4874163,0.17271581,Maize,NW40385,4
4.8,4.616737,0.19912016,Maize,NW103584,7
5.0,4.993703,0.11443174,Maize,NW30810,3
6.0,6.0700254,0.13387932,Maize,FS100758,21
4.8,4.64294,0.11152798,Maize,NW34450,29
3.0,3.182328,0.12411739,Maize,NW21048,15
4.8,4.93937,0.21477251,Maize,NW42695,9
4.5,4.4496017,0.13860345,Maize,FS115133,22
5.0,4.8505287,0.096866876,Maize,NW30669,8
5.0,5.1922917,0.120302245,Maize,NW30807,16
5.0,4.5592804,0.1517785,Maize,NW55924,12
4.8,4.7575307,0.13625276,Maize,NW103959,21
3.5,4.5628242,0.13233902,Maize,NW103933,20
4.5,4.341926,0.12557763,Maize,FS204608,9
4.5,4.7001863,0.19055758,Maize,FS116479,7
2.0,3.4554749,0.30868,Maize,FS227307,10
4.5,4.3843083,0.10495775,Maize,FS114910,10
5.0,4.7579336,0.19535506,Maize,FS112337,18
4.8,4.6163454,0.108929306,Maize,NW1843,23
3.5,3.9081573,0.3140764,Maize,NW103718,21
4.5,4.118085,0.17309193,Maize,FS184775,3
4.8,5.255921,0.21788505,Maize,FS95276,22
5.0,4.8794823,0.16840802,Maize,NW30909,6
6.0,5.4370294,0.20595829,Maize,FS108409,22
4.8,4.735005,0.1167294,Maize,NW34888,24
3.8,4.265884,0.17440708,Maize,FS221026,7
6.0,6.010832,0.12752654,Maize,FS100572,19
6.0,5.8288426,0.15575367,Maize,FS90721,10
6.0,5.856508,0.19867614,Maize,FS103701,11
3.8,3.9405172,0.14007437,Maize,NW107840,4
3.5,4.001254,0.22529423,Maize,FS108850,7
4.8,4.726186,0.11814826,Maize,NW34381,21
3.8,4.0585637,0.11884511,Maize,NW107840,25
4.5,4.352606,0.16716622,Maize,FS70753,11
6.0,5.682211,0.1810089,Maize,FS98700,16
4.5,4.4796443,0.09459928,Maize,FS115227,17
3.2,3.9179275,0.2502413,Maize,FS143594,16
4.0,3.8271008,0.19271676,Maize,FS116618,2
4.5,4.1699486,0.095595665,Maize,FS199347,9
4.8,4.719003,0.111680284,Maize,NW2427,14
4.5,4.1834884,0.09504906,Maize,FS203453,20
4.8,4.7284117,0.3085571,Maize,FS67581,28
6.0,5.625781,0.21088424,Maize,FS105143,22
4.0,4.818302,0.17592366,Maize,NW47057,21
4.0,4.4017467,0.12250027,Maize,NW46200,19
4.5,4.5893426,0.06901212,Maize,FS114235,17
5.5,4.7894373,0.17639107,Maize,FS105851,17
3.8,4.557078,0.19571824,Maize,FS103582,20
4.5,4.183522,0.15200028,Maize,FS72195,6
4.5,4.7438316,0.10736491,Maize,FS114938,23
6.0,5.754975,0.22365583,Maize,FS109889,17
4.5,4.4503007,0.10775043,Maize,FS115036,27
3.5,4.512935,0.24023947,Maize,NW103669,8
4.5,4.6936183,0.11146187,Maize,FS114778,7
4.5,4.3730106,0.14282028,Maize,NW103604,19
3.5,4.3603673,0.1416412,Maize,FS70143,10
6.0,5.6270714,0.15062803,Maize,FS100147,26
4.5,4.478105,0.09189496,Maize,NW104557,16
4.5,4.9556565,0.17299077,Maize,FS230124,4
3.5,5.2091093,0.43121666,Maize,NW108936,20
3.5,4.44445,0.1518701,Maize,FS72672,12
4.5,4.4888268,0.1445013,Maize,FS233161,3
3.2,4.1847625,0.2821083,Maize,FS200091,14
4.5,4.034871,0.1283956,Maize,FS193848,20
5.0,5.013527,0.17179917,Maize,NW78680,26
4.8,4.92896,0.17527458,Maize,NW106680,20
4.5,4.4546733,0.3025769,Maize,NW45412,46
4.5,4.4552007,0.06771981,Maize,FS114995,5
6.0,5.402082,0.22503592,Maize,FS92919,6
6.0,4.778753,0.2753632,Maize,FS110081,21
6.0,5.6560073,0.21811138,Maize,FS108541,16
4.5,4.4659977,0.12391992,Maize,FS113643,6
4.0,4.012974,0.09667527,Maize,NW96868,9
6.0,5.488412,0.13433382,Maize,FS90248,10
5.0,4.599056,0.11512278,Maize,NW55909,9
6.0,6.074044,0.2785636,Maize,FS104903,35
4.0,4.1554203,0.14116266,Maize,FS210998,3
4.5,4.6828065,0.0736375,Maize,FS113678,14
4.5,4.594523,0.13985993,Maize,FS111250,16
3.8,4.6296463,0.122152984,Maize,FS115363,16
6.0,5.1407185,0.27582574,Maize,FS107615,10
3.5,4.128351,0.16755265,Maize,FS102051,11
3.5,4.1482244,0.18713003,Maize,FS113346,26
6.0,5.942193,0.15981165,Maize,FS102927,22
5.5,5.2626634,0.19543397,Maize,FS97618,18
4.0,4.244954,0.14679219,Maize,NW46229,28
4.2,3.9449768,0.15676974,Maize,FS226950,3
3.8,4.4359636,0.21500365,Maize,FS104255,17
3.5,4.3263016,0.18297538,Maize,FS228796,21
6.0,6.1642265,0.21577546,Maize,FS109654,10
4.8,4.4653993,0.17684989,Maize,FS101503,6
4.5,4.7602043,0.17585152,Maize,NW45198,27
5.0,5.011171,0.13854918,Maize,NW29733,28
4.5,4.4756875,0.125685,Maize,FS106827,8
4.0,4.378071,0.12571381,Maize,NW43658,11
4.5,4.468965,0.10497531,Maize,FS180315,5
6.0,5.5839653,0.18152486,Maize,FS88508,15
4.5,4.436468,0.11880046,Maize,FS114924,23
5.0,4.5648546,0.22699331,Maize,FS171548,10
3.5,4.2817454,0.17823397,Maize,FS113321,20
5.0,4.795242,0.17076927,Maize,FS112845,25
4.5,4.7897625,0.10410961,Maize,NW102519,16
4.8,4.7061257,0.06878714,Maize,NW37098,6
4.5,4.415554,0.11417837,Maize,FS104592,14
3.3,3.6165912,0.22392881,Maize,FS187245,12
6.0,5.9975524,0.121812,Maize,FS104701,13
4.5,4.653554,0.19161348,Maize,FS115629,22
5.0,4.588236,0.10803174,Maize,FS112414,17
4.0,4.103748,0.12665673,Maize,FS89427,8
5.0,4.9644356,0.11408799,Maize,NW30538,8
4.5,4.3564467,0.10718207,Maize,FS199623,10
3.7,4.0144978,0.17115982,Maize,FS221765,7
4.5,4.793126,0.13208601,Maize,NW40518,16
6.0,5.437372,0.22415392,Maize,FS103525,6
4.5,4.3685246,0.16597699,Maize,NW43060,13
6.0,6.286035,0.2756721,Maize,FS107604,24
4.5,4.0519743,0.24945484,Maize,NW83832,21
4.5,4.4881334,0.08474673,Maize,FS72163,12
6.0,5.952129,0.09667941,Maize,FS97901,26
4.5,4.678199,0.114920594,Maize,NW101139,7
4.5,4.5548754,0.1279952,Maize,FS114778,18
6.0,5.077374,0.5058767,Maize,FS107682,22
4.8,4.61298,0.1628875,Maize,NW106327,17
3.5,4.1337223,0.36597255,Maize,NW103798,22
4.5,4.4226823,0.06588793,Maize,FS114808,9
6.0,5.572126,0.24998826,Maize,FS103888,7
5.0,4.4114213,0.10994579,Maize,FS72495,17
4.0,4.6533537,0.101151876,Maize,FS72614,17
4.8,4.7285523,0.12257151,Maize,NW4788,18
3.3,3.929635,0.15777804,Maize,FS195398,14
6.0,6.023059,0.22005296,Maize,FS107892,7
3.5,4.1797614,0.14708309,Maize,FS71168,14
6.0,5.3192706,0.34046575,Maize,FS109291,14
4.0,4.3535476,0.1657778,Maize,NW44151,6
3.5,4.633457,0.15019457,Maize,FS70661,20
4.5,4.2354217,0.18183002,Maize,FS114715,7
4.8,4.5682826,0.17175394,Maize,NW87221,9
4.5,4.1430492,0.11482795,Maize,FS188482,11
5.0,5.1536713,0.15432487,Maize,NW29918,11
6.0,4.8914533,0.3826993,Maize,FS107002,5
3.8,4.30939,0.14931722,Maize,FS113544,20
6.0,4.8340406,0.4180655,Maize,FS107211,10
5.0,5.3239007,0.2127596,Maize,NW50406,6
6.0,5.7146773,0.22869572,Maize,FS101232,17
4.8,4.878005,0.10642631,Maize,NW36721,6
4.8,5.0959053,0.19388072,Maize,FS86657,9
5.0,4.596311,0.10803058,Maize,FS111958,10
6.0,5.2176085,0.2788124,Maize,FS82757,9
6.0,5.843844,0.13207904,Maize,FS108449,15
4.8,4.6296196,0.19838913,Maize,NW50789,25
6.0,5.5084968,0.2755836,Maize,FS104385,16
6.0,5.714884,0.19079676,Maize,FS94041,14
4.5,4.582754,0.12928104,Maize,FS113295,11
6.0,5.167712,0.39261875,Maize,FS104944,21
4.0,3.8985395,0.09529461,Maize,NW42910,16
4.5,4.3398037,0.15951227,Maize,FS190731,33
2.8,4.31836,0.6668168,Maize,FS76159,25
4.8,4.834151,0.13762023,Maize,NW85090,10
4.5,4.1590443,0.25513393,Maize,FS70753,6
4.5,4.5004997,0.1456845,Maize,NW46582,30
3.5,4.0962067,0.13774684,Maize,FS111048,10
6.0,5.926391,0.14113967,Maize,FS103207,19
4.0,3.8191373,0.20412366,Maize,NW21172,33
3.8,3.9091938,0.13597374,Maize,NW84134,13
4.5,4.7509847,0.15007085,Maize,FS114968,25
4.5,4.734176,0.17022178,Maize,NW53077,15
5.0,4.6918044,0.21640044,Maize,NW56231,6
6.0,5.5658245,0.16545558,Maize,FS97193,6
6.0,5.930455,0.11946231,Maize,FS92972,19
3.5,4.3900666,0.13139643,Maize,FS113311,19
3.6,4.0541964,0.27108374,Maize,NW19564,20
3.8,4.372183,0.1944252,Maize,NW53846,23
4.5,4.4319205,0.14053567,Maize,FS206543,7
3.2,3.9310324,0.18405499,Maize,FS218331,19
3.5,4.158114,0.1385053,Maize,FS109853,10
4.8,4.6468196,0.15715134,Maize,FS158685,14
5.0,4.7710323,0.12892781,Maize,FS112799,4
4.2,4.038455,0.09525903,Maize,FS226866,12
3.0,3.0210857,0.19405986,Maize,NW21479,4
6.0,5.8030305,0.17311248,Maize,FS91120,22
6.0,5.2182837,0.34732637,Maize,FS109277,25
4.5,4.31699,0.099891715,Maize,FS181938,18
4.0,3.966948,0.15824792,Maize,FS204970,31
4.5,4.190621,0.17320846,Maize,NW103316,32
4.8,4.547416,0.12521854,Maize,NW3453,15
4.5,4.7173524,0.15065342,Maize,FS114951,18
4.8,4.7159367,0.09344173,Maize,NW34173,26
4.5,3.9043086,0.3218241,Maize,NW17882,28
4.8,4.5824947,0.15715536,Maize,NW103013,11
5.0,4.561957,0.13009207,Maize,FS111825,12
3.5,4.394806,0.39743465,Maize,NW38239,29
6.0,5.6238008,0.21514763,Maize,FS109635,7
6.0,5.5306435,0.24655728,Maize,FS96278,4
4.5,4.366165,0.12746921,Maize,FS71570,21
5.0,5.1832685,0.12965243,Maize,NW31198,14
5.0,4.953557,0.11303108,Maize,NW29259,13
4.8,4.4872274,0.19273095,Maize,NW51936,25
4.8,5.031861,0.15624909,Maize,NW17529,6
4.5,4.799305,0.14894952,Maize,FS114770,18
4.2,4.0346828,0.15476844,Maize,FS212486,5
3.8,4.695844,0.34840462,Maize,NW29177,24
4.8,4.5926046,0.13454889,Maize,NW45631,7
3.7,4.0319724,0.12985285,Maize,FS218776,23
4.5,4.8350706,0.13991793,Maize,NW49324,11
4.8,4.434165,0.13986365,Maize,NW42882,15
6.0,5.8676467,0.30620578,Maize,FS107571,10
4.8,4.680981,0.16492598,Maize,NW2945,3
4.8,4.7116704,0.10550865,Maize,NW5272,6
4.0,4.4197707,0.14333151,Maize,NW47654,7
4.8,4.720076,0.2506267,Maize,FS67474,29
3.2,3.8808477,0.26964402,Maize,FS138415,5
5.0,4.9198704,0.15996961,Maize,FS113407,18
4.5,4.899985,0.122297905,Maize,NW34568,6
4.5,4.9373536,0.16296756,Maize,FS114611,25
6.0,5.2534075,0.29840484,Maize,FS87584,24
4.8,5.3109627,0.18650292,Maize,NW106680,19
4.8,4.312663,0.16610923,Maize,FS70299,6
3.8,4.2016187,0.10888618,Maize,NW53772,11
4.8,4.333961,0.3483368,Maize,FS69041,25
6.0,5.3236346,0.24412136,Maize,FS89106,9
5.0,4.9754176,0.11927805,Maize,NW55924,13
6.0,5.4779315,0.24869205,Maize,FS105738,29
4.5,4.4976993,0.12325316,Maize,NW52552,18
3.5,4.1587625,0.27106804,Maize,FS111377,24
6.0,6.058446,0.26792267,Maize,FS106481,7
4.5,3.9603825,0.4102966,Maize,FS112404,42
3.0,4.663148,0.27038866,Maize,NW3307,18
3.5,4.72417,0.27093795,Maize,NW32045,29
6.0,5.133758,0.24287759,Maize,FS92440,8
3.0,4.1104145,0.3766119,Maize,FS147421,17
4.5,4.4572325,0.13754854,Maize,FS113399,16
5.0,4.8278723,0.12963887,Maize,FS232061,18
4.5,4.7023253,0.13674194,Maize,FS109591,4
4.5,4.658418,0.1946126,Maize,FS111794,11
4.0,4.1642733,0.116713375,Maize,FS214430,10
6.0,5.7971745,0.18157236,Maize,FS88172,24
4.8,4.339742,0.16366826,Maize,NW53533,13
6.0,5.100873,0.23385239,Maize,FS92544,8
4.5,4.4616566,0.11655888,Maize,FS114360,15
4.5,4.478903,0.116329536,Maize,FS110777,4
6.0,5.7118363,0.13225047,Maize,FS108749,23
5.0,4.692947,0.11154086,Maize,FS111294,9
5.5,5.162881,0.25308737,Maize,FS101065,7
6.0,5.1216545,0.2608606,Maize,FS107975,21
3.5,4.2939377,0.099796586,Maize,FS110630,14
4.8,4.7488213,0.16178189,Maize,NW612,16
4.5,4.537436,0.09872071,Maize,FS108088,14
4.5,4.5581226,0.09572119,Maize,NW104558,7
5.0,4.976122,0.1639729,Maize,NW82351,21
3.5,3.7908478,0.27913234,Maize,NW32187,13
4.5,4.4702134,0.11860793,Maize,FS71210,12
6.0,5.781682,0.16740248,Maize,FS109216,9
3.5,4.328433,0.17598298,Maize,FS70212,13
6.0,4.3775454,0.4586108,Maize,FS102041,7
5.0,4.2802186,0.1855052,Maize,FS112255,13
4.5,4.63202,0.08470422,Maize,NW102776,20
2.8,4.579723,0.24660927,Maize,FS75754,8
4.8,5.857267,0.34262627,Maize,FS85098,24
4.8,4.877309,0.13010718,Maize,NW46656,21
3.2,3.6950898,0.1564841,Maize,FS220804,9
6.0,5.566544,0.19232577,Maize,FS107454,26
5.0,4.4849772,0.14087676,Maize,FS110641,15
4.5,4.51202,0.12876718,Maize,NW48848,18
4.8,4.8442726,0.08134857,Maize,NW18520,24
4.8,4.7338076,0.09842095,Maize,NW38274,14
4.5,4.2389593,0.17786448,Maize,FS188356,5
6.0,5.2843895,0.27752224,Maize,FS109368,15
5.0,5.0328355,0.14634787,Maize,NW31451,20
5.0,4.5113487,0.1327505,Maize,FS111117,27
6.0,5.271831,0.19177519,Maize,FS108702,10
4.5,4.4412055,0.13626872,Maize,FS115352,27
6.0,5.7271376,0.1567163,Maize,FS97492,19
4.0,3.1665156,0.46893474,Maize,FS70846,25
3.5,4.462137,0.19094953,Maize,FS111377,20
5.0,4.8606596,0.2220251,Maize,NW55461,7
4.8,4.741202,0.11666938,Maize,FS158540,6
4.0,4.5500627,0.1282094,Maize,NW104362,20
4.5,4.090794,0.13968721,Maize,FS185448,20
5.5,5.1068788,0.2150669,Maize,FS98773,33
4.0,3.7857592,0.113200724,Maize,NW47606,16
5.0,5.020046,0.119233176,Maize,NW29938,29
4.5,4.2741,0.16604081,Maize,NW103604,7
6.0,5.971181,0.2746314,Maize,FS90113,28
3.8,4.6224914,0.26677477,Maize,FS102808,15
6.0,5.835074,0.2805459,Maize,FS107557,21
4.5,4.430771,0.07151245,Maize,FS115187,9
6.0,5.5800014,0.3218835,Maize,FS107599,32
4.5,4.4718385,0.085618146,Maize,FS114920,14
3.0,3.7666006,0.25702706,Maize,FS167183,9
4.5,4.802312,0.13348259,Maize,NW103159,6
4.8,4.9152904,0.17645785,Maize,NW102401,9
6.0,6.114252,0.27757397,Maize,FS107330,7
6.0,5.691542,0.31332904,Maize,FS103913,21
4.5,4.3029404,0.171182,Maize,FS113400,35
6.0,5.647865,0.26583278,Maize,FS102980,10
4.8,4.7522163,0.11809231,Maize,NW102401,10
6.0,5.533778,0.15037744,Maize,FS98324,18
2.5,2.8784733,0.28475782,Maize,NW17889,11
4.5,4.6216717,0.0757794,Maize,FS112537,17
3.2,4.09411,0.16354936,Maize,FS214628,10
5.0,4.8828683,0.10575829,Maize,NW30142,51
4.0,4.165266,0.13383116,Maize,FS204970,17
3.5,4.246973,0.22020806,Maize,FS111059,8
6.0,4.557848,0.4156807,Maize,FS110081,24
4.5,4.15394,0.0831911,Maize,FS201967,20
3.8,4.523096,0.15125968,Maize,NW35002,18
3.6,4.084619,0.26254702,Maize,NW19789,27
4.5,4.5965824,0.093935326,Maize,FS114208,9
5.0,4.7512527,0.22459993,Maize,FS221690,30
6.0,5.771375,0.15221432,Maize,FS106452,20
4.5,4.380935,0.11510847,Maize,FS113743,21
4.5,4.1587963,0.16851361,Maize,FS200703,5
4.0,4.7018766,0.2554255,Maize,NW84769,26
4.8,4.6904097,0.10091119,Maize,NW102032,16
4.5,4.460182,0.095467374,Maize,FS113013,21
6.0,4.8483534,0.3743423,Maize,FS107516,10
6.0,5.02495,0.5049118,Maize,FS107252,22
6.0,5.1583776,0.2655656,Maize,FS106626,21
6.0,5.698841,0.19001454,Maize,FS233222,11
4.5,4.480206,0.1069057,Maize,FS113467,8
3.0,3.3700933,0.32778174,Maize,NW16983,17
4.5,4.704259,0.12910067,Maize,FS113830,18
4.5,4.0900235,0.2800614,Maize,FS226993,21
6.0,5.5377126,0.1592434,Maize,FS100251,17
4.8,5.0947413,0.19074953,Maize,FS67625,14
6.0,5.4155674,0.16541305,Maize,FS100534,6
3.5,3.6416705,0.24605659,Maize,NW31683,11
5.0,4.8990083,0.10103202,Maize,NW31268,10
6.0,4.8435655,0.21933687,Maize,FS80232,18
6.0,6.2172627,0.1611168,Maize,FS109655,11
4.5,4.035756,0.24528824,Maize,FS71841,26
6.0,5.898315,0.12474496,Maize,FS93302,19
3.8,4.3727226,0.23477118,Maize,NW52574,6
3.5,4.307976,0.17323536,Maize,FS113648,21
6.0,6.0083647,0.079953544,Maize,FS91371,26
5.0,4.5431437,0.10831164,Maize,FS112957,13
5.0,5.34799,0.15049273,Maize,NW29780,7
4.5,4.6102815,0.11546028,Maize,FS114252,24
4.5,4.241067,0.23502728,Maize,NW37474,13
5.0,4.305694,0.19603941,Maize,FS223755,19
5.5,5.1235485,0.21137558,Maize,FS94057,7
5.5,5.718764,0.15377654,Maize,FS105553,5
4.8,4.580293,0.1414062,Maize,NW1323,23
3.2,3.9741752,0.16906047,Maize,FS203968,5
5.0,4.933293,0.1265373,Maize,NW99788,20
5.0,5.1715865,0.10935232,Maize,NW30498,10
3.5,4.1494827,0.20333466,Maize,FS111272,9
6.0,5.8222156,0.1351896,Maize,FS102486,8
3.5,4.244055,0.17689337,Maize,FS111399,24
4.8,4.6379657,0.10363583,Maize,NW102088,18
3.5,4.1914916,0.25743273,Maize,NW40308,10
4.5,4.578932,0.16306733,Maize,NW38749,14
4.5,4.51441,0.18295555,Maize,NW104558,6
6.0,5.5613575,0.29812884,Maize,FS107006,19
4.5,4.465135,0.16911498,Maize,FS113216,26
5.0,5.1982145,0.09974738,Maize,NW31164,20
4.5,4.5808306,0.22534795,Maize,FS113688,18
4.5,4.190958,0.1441609,Maize,FS182069,13
3.5,4.359716,0.16346952,Maize,FS71168,15
4.5,4.6164966,0.2233737,Maize,NW48311,16
6.0,5.289082,0.23886134,Maize,FS104924,8
4.5,4.4693174,0.104172036,Maize,FS114940,19
4.8,5.739443,0.3570765,Maize,FS99647,3
4.8,4.622157,0.09293713,Maize,NW35649,14
6.0,5.9209414,0.259082,Maize,FS109394,6
4.5,4.9572783,0.11603983,Maize,FS114315,25
4.5,4.6085734,0.092106886,Maize,NW102096,8
6.0,5.250783,0.32704592,Maize,FS89234,16
3.2,3.4868379,0.23689753,Maize,FS218039,36
3.5,4.4122753,0.14357197,Maize,FS112904,19
4.8,4.8902144,0.14719823,Maize,FS101227,20
