Yield_mean,Predicted_Yield,Prediction_Uncertainty,Crop_type,FIELDID,Week
4.5,4.352133,0.12097504,Maize,FS116683,9
4.5,4.247128,0.1269054,Maize,FS200846,13
6.0,6.194286,0.30292442,Maize,FS106696,7
4.5,4.376208,0.18233994,Maize,NW47021,7
4.5,4.3624873,0.20341405,Maize,FS206358,50
4.5,4.8093114,0.20095375,Maize,FS99988,19
4.5,4.3751893,0.12792288,Maize,FS198873,12
4.5,4.6716137,0.1415476,Maize,FS101217,16
4.5,4.7287364,0.077141695,Maize,NW33521,17
6.0,4.9942265,0.44646645,Maize,FS107609,28
6.0,5.3012114,0.20966889,Maize,FS106755,13
4.0,4.2738857,0.12860323,Maize,FS72492,21
4.8,4.781102,0.13306902,Maize,NW103525,8
3.2,4.036323,0.14924906,Maize,FS202301,3
3.5,4.5105515,0.13134043,Maize,FS112382,14
5.0,4.5915422,0.12521252,Maize,FS224187,19
3.8,4.169517,0.14926702,Maize,FS217655,18
4.5,4.5660353,0.075844586,Maize,FS115448,6
3.8,4.2969685,0.2007983,Maize,NW54170,11
4.5,4.481775,0.10853622,Maize,FS230107,51
5.0,4.710692,0.16631687,Maize,NW31951,51
6.0,6.0519495,0.10251302,Maize,FS98048,14
6.0,5.7599406,0.14150518,Maize,FS96405,16
4.0,4.5617967,0.115858376,Maize,NW48438,20
4.5,4.4897814,0.07902589,Maize,FS189866,12
4.8,5.5367694,0.21289153,Maize,FS95054,18
5.0,4.4375954,0.12382375,Maize,FS112253,27
4.5,4.448803,0.0998916,Maize,FS171577,23
3.5,4.3401647,0.28374347,Maize,FS111776,24
3.5,4.254869,0.10962609,Maize,FS113380,11
4.5,4.7746077,0.101657175,Maize,NW35346,16
6.0,5.0284724,0.32183453,Maize,FS228927,46
6.0,5.8695574,0.2673091,Maize,FS107120,4
3.0,4.0208025,0.25460136,Maize,FS78279,17
4.5,4.825899,0.19130075,Maize,NW46059,10
4.5,4.58011,0.090431616,Maize,FS114895,5
5.0,4.7237515,0.20565921,Maize,NW31600,23
3.2,3.8203049,0.18794964,Maize,FS220475,16
4.5,4.286866,0.10481896,Maize,FS114373,9
4.5,4.419763,0.252191,Maize,NW45198,28
4.5,4.612652,0.15783527,Maize,NW46459,22
4.0,4.4917793,0.11478321,Maize,FS72405,23
4.8,4.524187,0.16686165,Maize,NW101120,30
4.8,5.3933034,0.25009075,Maize,FS94030,16
6.0,7.1527367,0.38103884,Maize,FS104775,14
6.0,5.8737726,0.20071715,Maize,FS109374,8
3.5,4.024852,0.22695959,Maize,FS110600,7
6.0,5.539828,0.13847578,Maize,FS96280,13
5.0,4.530112,0.16537678,Maize,FS112750,15
6.0,5.3551936,0.16619927,Maize,FS94520,18
6.0,6.03345,0.11731062,Maize,FS101534,10
6.0,5.2713566,0.33083308,Maize,FS108999,16
4.0,4.277049,0.18194467,Maize,NW77371,19
4.2,4.200342,0.12631945,Maize,FS227293,24
4.0,4.1723742,0.23951733,Maize,NW21336,8
4.5,4.3500447,0.161936,Maize,FS113688,5
4.5,4.6167183,0.092537165,Maize,FS114576,8
5.0,5.0059633,0.21869285,Maize,NW30307,26
4.8,4.921705,0.20124,Maize,NW27401,7
5.0,4.6705823,0.122827455,Maize,FS112758,20
5.0,4.5776343,0.11871862,Maize,FS112299,27
5.0,4.890497,0.21892658,Maize,NW29655,6
4.5,4.19919,0.11790824,Maize,FS188534,13
5.0,4.8158484,0.106328115,Maize,NW30420,51
6.0,5.0826783,0.22288445,Maize,FS228884,10
4.0,3.857251,0.2572939,Maize,NW38620,22
4.8,4.7789345,0.1039167,Maize,NW5049,20
4.0,3.9936535,0.24440454,Maize,FS91844,9
5.0,4.9606237,0.112991996,Maize,NW31569,11
6.0,5.83904,0.12015645,Maize,FS103919,4
4.5,4.3822923,0.11576247,Maize,FS109617,20
6.0,7.183942,0.41440648,Maize,FS107006,14
3.2,3.948226,0.19524461,Maize,FS207383,23
6.0,5.6694245,0.3049168,Maize,FS92809,2
4.5,4.1468744,0.120704554,Maize,FS195683,4
6.0,6.105981,0.22349383,Maize,FS107443,15
4.5,4.6203337,0.2127221,Maize,FS109602,50
6.0,5.732942,0.27696726,Maize,FS107733,16
3.8,4.115778,0.10517963,Maize,NW49353,12
6.0,5.386974,0.22024636,Maize,FS92447,13
5.0,4.763795,0.20270412,Maize,FS110995,29
4.8,4.6666927,0.08565499,Maize,NW102154,10
4.0,4.428191,0.15855388,Maize,NW48516,6
4.8,4.984804,0.12150991,Maize,NW103493,27
6.0,5.5668635,0.18208374,Maize,FS93687,19
3.0,3.8971004,0.22702266,Maize,NW27836,9
3.2,3.6741083,0.15970424,Maize,FS221291,5
6.0,5.5749726,0.17732787,Maize,FS109069,26
3.5,3.8217177,0.13866213,Maize,FS228759,10
4.8,4.5134974,0.16406891,Maize,FS116552,3
3.0,3.7603774,0.23388086,Maize,FS190899,16
3.8,3.96271,0.12324549,Maize,NW39632,5
4.5,4.5719786,0.09581332,Maize,FS111946,13
4.8,4.4484606,0.14467317,Maize,NW104470,22
3.8,4.3962727,0.23315267,Maize,FS103990,17
3.8,4.000493,0.1157499,Maize,FS225403,5
3.5,4.3300653,0.11534532,Maize,FS113385,11
4.8,4.494759,0.15180981,Maize,NW1587,29
4.5,4.3507476,0.094820455,Maize,FS181573,10
6.0,5.8960505,0.13124987,Maize,FS97055,21
4.5,4.4900527,0.1419137,Maize,FS113281,24
4.5,4.939814,0.2559308,Maize,NW103423,13
6.0,5.554419,0.19834594,Maize,FS108967,6
4.5,4.3307095,0.16248211,Maize,FS110764,21
6.0,4.686117,0.47527695,Maize,FS108812,13
6.0,5.758874,0.1872889,Maize,FS107872,3
6.0,5.5843024,0.26590264,Maize,FS109396,14
4.5,4.447582,0.11162417,Maize,FS72103,8
3.0,2.936625,0.108660884,Maize,NW21535,11
4.0,3.9754837,0.13331504,Maize,NW81347,21
4.5,4.64991,0.18986504,Maize,FS112607,28
4.5,4.696855,0.092960976,Maize,NW53639,22
4.8,4.2383165,0.14257212,Maize,FS103265,6
4.5,4.6940355,0.19248722,Maize,NW42853,22
4.8,4.7064595,0.100375675,Maize,NW48151,20
3.5,4.238198,0.15255807,Maize,FS113648,9
4.0,4.4085007,0.16939197,Maize,NW43589,7
4.8,4.5054507,0.2657094,Maize,NW37882,24
4.5,4.653125,0.11285239,Maize,NW102723,20
3.6,4.538199,0.1487302,Maize,NW19132,19
4.5,4.7306194,0.10187692,Maize,FS115219,23
4.0,3.941631,0.21305831,Maize,FS70848,20
3.0,3.1501956,0.1638393,Maize,NW20901,18
4.5,4.884451,0.11199275,Maize,NW38146,6
3.2,3.787748,0.17689505,Maize,FS218439,13
6.0,5.5093746,0.2430135,Maize,FS104169,16
6.0,6.116407,0.17895892,Maize,FS105327,20
5.0,4.883054,0.12894373,Maize,FS223963,12
6.0,5.6137066,0.18582445,Maize,FS99208,7
4.5,4.4003696,0.07807447,Maize,FS112158,9
4.0,4.4034376,0.11232617,Maize,NW43658,12
5.0,4.5974555,0.11402414,Maize,FS112555,12
4.8,4.70779,0.08202369,Maize,NW4950,11
3.5,3.968567,0.2828313,Maize,NW32324,51
6.0,5.504246,0.18543239,Maize,FS93844,22
6.0,5.6102695,0.3135101,Maize,FS101366,14
4.5,4.338292,0.14007962,Maize,FS114668,16
4.5,4.2085285,0.12947336,Maize,FS201641,13
3.8,4.552214,0.19896531,Maize,NW107834,18
6.0,5.822019,0.21904358,Maize,FS99092,21
6.0,4.4497685,0.28390908,Maize,FS92813,8
4.5,4.5490074,0.13782726,Maize,NW103035,23
3.8,4.538273,0.19457345,Maize,NW39081,3
4.8,4.7138114,0.08244682,Maize,NW102412,18
4.5,4.733666,0.11224376,Maize,FS112537,4
3.5,4.5346284,0.20918994,Maize,NW38178,20
4.5,4.3133335,0.10214787,Maize,FS103584,9
3.5,4.3544455,0.14372714,Maize,FS109687,21
6.0,5.602942,0.26881889,Maize,FS99417,3
3.0,4.6078506,0.3594754,Maize,FS35444,17
4.8,4.6447353,0.21511967,Maize,NW42340,22
6.0,5.6122174,0.17773409,Maize,FS228870,19
4.8,5.1705112,0.4000943,Maize,FS101592,14
4.5,4.7035737,0.11106072,Maize,NW34483,21
4.0,4.352036,0.22590241,Maize,FS72613,22
3.5,4.130861,0.28392467,Maize,NW104753,13
5.0,4.935254,0.12034078,Maize,NW87033,13
6.0,4.6856394,0.2958368,Maize,FS106733,27
4.8,4.5044336,0.25322732,Maize,NW102848,19
6.0,5.826802,0.23311265,Maize,FS88476,6
4.5,4.4434834,0.13566308,Maize,FS188534,21
6.0,5.9413714,0.1050973,Maize,FS108437,18
4.8,4.95311,0.34586248,Maize,FS67179,19
5.0,4.480871,0.13975911,Maize,FS112453,27
3.8,4.2003007,0.15434314,Maize,FS212089,3
4.8,4.495744,0.16478804,Maize,NW45631,13
4.0,4.0973473,0.120099045,Maize,NW39206,8
4.5,4.5782256,0.1299653,Maize,FS70859,7
6.0,5.993763,0.15509778,Maize,FS98178,24
3.2,3.9638138,0.12893881,Maize,FS220381,25
5.0,5.309637,0.16393058,Maize,NW29677,23
6.0,5.842389,0.12256779,Maize,FS101888,19
5.0,4.6263504,0.13277414,Maize,FS113377,15
4.8,4.7908225,0.12164125,Maize,NW7888,11
3.2,3.7292502,0.2659153,Maize,FS140145,8
4.5,4.515767,0.09095787,Maize,FS114032,2
6.0,5.327841,0.2862714,Maize,FS230384,32
4.5,4.614856,0.09388746,Maize,FS115125,11
4.5,4.8357635,0.19814609,Maize,NW54111,9
3.0,2.978169,0.15822867,Maize,NW79850,14
5.0,4.988067,0.13108262,Maize,NW31951,11
6.0,6.170827,0.2719369,Maize,FS94616,24
4.5,4.3339767,0.09761303,Maize,FS72233,9
4.5,4.3522243,0.15270464,Maize,FS70702,22
4.5,4.45292,0.18217517,Maize,FS71699,26
5.0,4.9458346,0.1658002,Maize,NW30771,6
4.8,5.3708687,0.25202656,Maize,FS94670,33
4.0,4.0792427,0.13473609,Maize,FS215230,20
6.0,5.314347,0.23632246,Maize,FS82757,21
4.0,4.376662,0.14919007,Maize,FS71999,27
3.0,2.9263003,0.106341206,Maize,NW21674,11
6.0,5.26389,0.25664303,Maize,FS107170,29
3.8,3.99156,0.12607348,Maize,NW86444,9
4.5,4.385882,0.106589064,Maize,FS115201,6
6.0,5.291247,0.17701747,Maize,FS103713,18
5.0,4.7277865,0.10458337,Maize,NW29287,17
3.5,4.2233195,0.11097254,Maize,FS113430,19
4.8,4.4206223,0.154802,Maize,NW53372,6
5.5,4.835426,0.22112451,Maize,FS227722,16
6.0,6.9503865,0.3850756,Maize,FS104286,14
5.0,4.931408,0.17304428,Maize,NW30262,28
6.0,5.024502,0.24271038,Maize,FS94098,32
5.0,4.441468,0.13045654,Maize,FS221369,12
5.0,5.1998725,0.24209705,Maize,NW31302,11
4.5,4.081022,0.11752139,Maize,FS200715,17
4.8,4.63298,0.1657085,Maize,FS159964,8
4.0,4.0727034,0.18280433,Maize,NW85708,33
6.0,5.5793257,0.1958739,Maize,FS228834,8
3.5,4.6698723,0.24030642,Maize,NW40308,6
3.0,3.7865796,0.20548351,Maize,FS190776,9
4.5,4.4696965,0.12231451,Maize,FS116679,5
4.5,4.322107,0.30193213,Maize,NW103177,4
6.0,5.646565,0.17350559,Maize,FS109759,23
4.5,4.495164,0.19532089,Maize,FS115538,36
3.5,4.260424,0.27340963,Maize,NW103827,27
4.5,4.337434,0.10219736,Maize,FS198601,10
6.0,5.7362,0.18408984,Maize,FS105349,18
6.0,6.185148,0.1985899,Maize,FS100012,6
4.5,4.4303684,0.10891667,Maize,FS109602,20
6.0,5.3017225,0.18596826,Maize,FS103763,10
6.0,5.72913,0.16202392,Maize,FS108990,3
4.8,5.0043254,0.25602272,Maize,NW103490,2
4.5,4.3628073,0.15141709,Maize,FS71939,22
3.5,4.8536277,0.23989382,Maize,NW32158,11
3.2,4.6660066,0.27074188,Maize,FS143007,19
3.2,3.8081124,0.21259728,Maize,FS218337,3
5.5,5.0311174,0.3412411,Maize,FS99945,32
5.0,4.702998,0.13375154,Maize,NW56238,23
4.5,4.748594,0.13044529,Maize,FS112060,18
4.5,4.435121,0.068798415,Maize,FS230108,12
4.5,3.9704123,0.18203853,Maize,FS71794,17
3.8,4.1396165,0.2157296,Maize,FS215150,16
4.5,4.568156,0.22421867,Maize,NW52275,26
4.5,4.622836,0.13028988,Maize,FS114974,23
4.5,4.8411365,0.211277,Maize,FS99887,15
4.8,5.2119646,0.14868875,Maize,FS90726,18
3.5,4.2364335,0.1854231,Maize,FS70947,15
4.5,4.615604,0.15969893,Maize,FS103972,16
4.5,4.578696,0.102321014,Maize,NW34520,3
5.0,4.4072585,0.17214417,Maize,FS228762,22
5.0,4.4841475,0.21126448,Maize,FS223710,24
4.5,4.4406285,0.10668525,Maize,FS113530,8
4.5,5.0880895,0.3868539,Maize,NW46627,2
3.5,4.3261027,0.13645016,Maize,FS111242,17
6.0,4.9522862,0.56967825,Maize,FS107394,51
4.0,4.2364016,0.112654746,Maize,NW43474,14
3.8,4.114398,0.27563834,Maize,FS115546,51
4.8,4.5458317,0.16538168,Maize,NW103503,14
5.0,5.465387,0.30922958,Maize,NW31600,14
4.5,4.3497276,0.11121785,Maize,FS115327,12
6.0,5.555974,0.16481785,Maize,FS230392,20
3.5,4.1791315,0.29107693,Maize,NW32137,19
6.0,5.533181,0.23059309,Maize,FS103023,4
5.0,4.775867,0.09142421,Maize,FS114010,16
5.0,4.3640676,0.15857108,Maize,NW54991,9
4.5,4.0677156,0.13899752,Maize,FS191729,10
4.5,4.5567174,0.10706576,Maize,NW53687,12
3.5,4.092763,0.16163099,Maize,FS72662,6
6.0,5.9150276,0.12681913,Maize,FS94273,29
4.5,5.290976,0.24131748,Maize,NW46872,22
6.0,5.6660285,0.18939088,Maize,FS99695,15
6.0,5.1013856,0.4257466,Maize,FS109673,10
4.5,4.620428,0.09475309,Maize,FS114482,16
4.5,4.476991,0.11550047,Maize,FS114853,24
6.0,5.460772,0.28257218,Maize,FS93042,11
4.5,4.4768376,0.11740144,Maize,FS111956,11
5.0,4.273258,0.18165232,Maize,FS228734,4
3.2,3.9274943,0.15540785,Maize,FS226275,12
4.5,4.824511,0.09211222,Maize,NW102528,17
4.5,4.484551,0.10477931,Maize,FS114998,7
5.0,4.1989,0.23832339,Maize,FS111949,25
4.5,4.462658,0.1049978,Maize,NW54648,13
6.0,5.6488123,0.14891891,Maize,FS89724,20
6.0,5.529071,0.25267777,Maize,FS109249,24
4.5,4.14814,0.16273075,Maize,FS114314,10
4.5,4.0746355,0.28098968,Maize,NW36044,14
3.8,4.3748455,0.20419255,Maize,NW52535,4
6.0,5.6365647,0.24381265,Maize,FS95505,22
4.5,4.4999757,0.16698092,Maize,FS71230,25
4.8,4.605029,0.20251429,Maize,NW103387,14
5.5,5.2856984,0.20288089,Maize,FS102630,6
4.8,4.707003,0.2114718,Maize,NW32118,7
5.0,5.3846,0.16403821,Maize,FS108114,11
4.5,4.8454914,0.12271072,Maize,NW101138,14
3.6,4.2340355,0.19276024,Maize,NW19645,18
3.0,2.9873917,0.130092,Maize,NW21412,4
4.8,4.5571303,0.114624724,Maize,NW47427,20
3.5,4.2300477,0.11112606,Maize,FS111675,14
4.5,4.1303425,0.24646671,Maize,FS186631,14
6.0,5.934376,0.18620658,Maize,FS107476,15
3.5,3.713455,0.28698164,Maize,NW32277,4
4.5,4.0000954,0.17611906,Maize,FS205987,23
4.5,4.7931995,0.10617313,Maize,NW34057,23
3.5,4.143689,0.35146064,Maize,NW27575,6
3.5,4.031035,0.19519952,Maize,FS111271,13
5.0,4.6038117,0.09354684,Maize,FS112711,19
3.8,4.09544,0.16293572,Maize,FS211940,19
4.0,4.2042537,0.19450736,Maize,NW43489,3
3.5,4.309976,0.12325934,Maize,FS113970,17
3.0,3.574473,0.36032844,Maize,FS229353,14
3.5,3.9393673,0.2022159,Maize,NW104379,22
6.0,5.812299,0.19072609,Maize,FS228928,26
6.0,6.0672755,0.1140166,Maize,FS103079,3
4.5,4.4709444,0.09197298,Maize,FS114808,5
3.8,4.176486,0.17187238,Maize,NW107840,21
4.5,4.513078,0.14125657,Maize,FS103705,11
4.5,4.443107,0.10794027,Maize,FS115187,11
4.5,4.482847,0.0843274,Maize,FS113453,19
4.0,4.5705585,0.15183729,Maize,FS71000,23
5.0,4.377636,0.17940727,Maize,FS223898,14
4.0,4.010153,0.09869931,Maize,NW34436,9
4.5,4.673594,0.25852197,Maize,NW102371,4
3.8,4.59039,0.18357688,Maize,NW77944,7
5.5,4.92181,0.20680486,Maize,FS98821,16
6.0,5.7809954,0.11919565,Maize,FS93380,6
6.0,5.569687,0.27800757,Maize,FS96085,22
4.8,4.537513,0.15501557,Maize,NW53509,48
6.0,5.723284,0.13548964,Maize,FS89194,16
5.0,4.3742085,0.139498,Maize,FS112086,21
6.0,5.8661394,0.1601693,Maize,FS90248,17
4.5,4.260256,0.13322581,Maize,FS114349,19
5.0,4.358754,0.1045552,Maize,FS110193,14
6.0,5.7227917,0.20556006,Maize,FS87584,3
6.0,5.7232037,0.17445499,Maize,FS107176,51
4.5,4.4848766,0.081176475,Maize,FS115063,6
4.0,4.4495983,0.16575406,Maize,NW44552,10
4.5,4.2423267,0.17923796,Maize,FS72243,8
5.0,5.0095005,0.11906886,Maize,NW30679,7
3.2,3.9677553,0.5906409,Maize,FS69021,28
2.8,4.2296696,0.31953397,Maize,FS76159,15
5.0,4.4432583,0.20704277,Maize,FS111821,6
5.0,5.3753123,0.18872072,Maize,NW29956,22
3.8,3.9483345,0.11771527,Maize,NW39664,16
6.0,5.6524696,0.32233536,Maize,FS108999,7
6.0,5.747738,0.15681826,Maize,FS93511,6
6.0,5.895259,0.1404145,Maize,FS103478,19
3.8,4.0754538,0.10769677,Maize,FS211940,3
4.5,3.9999216,0.15680009,Maize,FS207343,5
4.5,4.6298623,0.086817846,Maize,FS115412,14
1.6,4.055193,0.9473638,Maize,FS94542,23
4.8,4.7321477,0.16562667,Maize,NW102864,10
4.0,3.939187,0.114340246,Maize,NW85712,17
4.5,4.3708344,0.1064295,Maize,NW54166,11
4.8,4.732364,0.23476216,Maize,FS101070,10
4.0,4.537515,0.16942438,Maize,FS116619,11
5.0,4.4412837,0.24890207,Maize,FS110095,25
6.0,5.3714542,0.32486415,Maize,FS228470,27
6.0,5.5495644,0.29941803,Maize,FS115798,4
3.0,4.2370067,0.27423745,Maize,FS35444,16
6.0,5.855763,0.17632882,Maize,FS109868,7
4.5,4.4662046,0.11624245,Maize,FS111577,22
5.0,4.5420976,0.21437545,Maize,FS112630,50
4.0,4.1631365,0.20238498,Maize,NW50614,2
6.0,5.2287993,0.32623526,Maize,FS107006,8
6.0,5.747781,0.30489907,Maize,FS101366,24
6.0,5.0228667,0.43857312,Maize,FS109208,29
4.5,4.807932,0.14039232,Maize,FS113861,33
4.0,3.9319282,0.09717063,Maize,NW46238,16
4.5,4.856874,0.1746359,Maize,FS110746,3
6.0,5.705789,0.15892167,Maize,FS92972,20
3.8,3.7747278,0.16019784,Maize,FS227546,16
4.5,4.2576528,0.18113613,Maize,FS72195,15
6.0,5.737435,0.26239082,Maize,FS101462,22
4.8,4.8072004,0.21587574,Maize,FS67074,8
5.5,4.8938246,0.24186131,Maize,FS227720,21
3.5,4.1206794,0.2605046,Maize,NW103668,21
3.5,5.1801977,0.464383,Maize,NW50381,35
4.5,4.5253315,0.1464387,Maize,FS111794,10
3.5,4.4135394,0.25611833,Maize,FS111048,24
3.8,4.346447,0.13729723,Maize,NW53082,10
4.5,4.541269,0.15718688,Maize,NW103846,16
5.0,4.6874685,0.09962071,Maize,FS113964,4
6.0,5.098118,0.2698578,Maize,FS107394,33
4.5,4.611208,0.16322789,Maize,NW54859,4
3.5,4.2113085,0.14961305,Maize,FS71139,17
5.0,4.590145,0.123056315,Maize,FS223617,19
6.0,5.5955267,0.21970686,Maize,FS104347,19
6.0,5.162682,0.3158463,Maize,FS106293,51
4.5,4.5880218,0.08526265,Maize,FS115576,19
4.5,4.3893685,0.1500986,Maize,FS187068,19
6.0,5.194541,0.27507186,Maize,FS107904,8
6.0,5.5763106,0.22122277,Maize,FS108086,11
6.0,5.509594,0.20168203,Maize,FS101389,15
3.5,4.3204756,0.1884585,Maize,FS110553,29
6.0,5.867483,0.25175276,Maize,FS99983,21
4.5,4.751001,0.24737056,Maize,NW103679,8
4.5,4.1480675,0.14139889,Maize,FS202990,7
4.5,4.581538,0.1241218,Maize,FS114221,30
5.0,4.6469407,0.103806145,Maize,FS112173,16
4.8,4.5912404,0.109789185,Maize,NW53890,12
6.0,5.6230187,0.23648265,Maize,FS91542,21
5.0,4.595348,0.088032536,Maize,FS110981,19
4.5,4.7441907,0.20596652,Maize,NW102735,14
6.0,5.5237994,0.16777188,Maize,FS109865,11
4.0,4.048962,0.1206975,Maize,NW38995,11
6.0,5.6922755,0.19448864,Maize,FS90558,14
4.0,4.4900355,0.14230037,Maize,FS112242,21
5.5,4.51615,0.2092632,Maize,FS98648,20
3.5,4.551045,0.2315825,Maize,FS71144,27
4.5,5.021194,0.18515311,Maize,NW46464,6
4.5,4.389808,0.16853812,Maize,FS188570,32
6.0,5.836885,0.14949052,Maize,FS99535,18
5.0,4.722262,0.100481465,Maize,FS114295,8
3.0,4.0342236,0.26357317,Maize,NW22275,8
6.0,5.2534533,0.31626898,Maize,FS107682,51
4.5,4.624819,0.13202956,Maize,FS101161,7
4.8,4.6057343,0.087881036,Maize,NW101089,19
5.0,4.364721,0.14404936,Maize,FS112198,13
5.0,4.8636518,0.16644226,Maize,NW29617,18
4.5,5.089466,0.21061043,Maize,FS103705,18
4.5,4.202387,0.094018534,Maize,FS200314,20
4.5,5.0241146,0.16470632,Maize,FS103588,20
5.0,4.5099993,0.11844723,Maize,FS224011,17
4.5,4.655596,0.20792522,Maize,FS115538,18
5.0,4.982042,0.10949103,Maize,NW95592,8
6.0,5.662423,0.14029497,Maize,FS96361,10
6.0,5.505951,0.24133965,Maize,FS109391,14
4.8,4.9784074,0.18271816,Maize,FS157903,18
5.0,4.664627,0.11580956,Maize,FS110373,27
4.5,4.8883743,0.2702535,Maize,FS115022,3
6.0,5.637279,0.4331651,Maize,FS109673,4
6.0,5.2821445,0.21500143,Maize,FS230384,7
4.2,4.0407,0.086430356,Maize,FS227192,17
4.5,4.614757,0.16690947,Maize,FS110369,19
4.8,4.4929204,0.11921199,Maize,NW44788,9
4.5,4.4679832,0.10664989,Maize,FS115195,10
4.5,4.6390257,0.11601609,Maize,FS115003,4
4.5,4.6394424,0.15319398,Maize,NW53527,26
4.8,4.5397835,0.13428007,Maize,NW1393,21
4.8,4.425594,0.23440273,Maize,FS116179,8
4.5,4.4037275,0.1904838,Maize,FS196962,12
4.5,4.79241,0.097971894,Maize,FS114498,20
6.0,5.9026103,0.151146,Maize,FS92537,25
4.5,4.6347966,0.08022791,Maize,FS112014,14
4.5,4.3954816,0.10541537,Maize,FS113214,8
3.5,4.6075673,0.53584206,Maize,NW33486,27
4.5,4.4537287,0.07093039,Maize,FS114989,15
4.5,4.4216695,0.071744286,Maize,FS115145,15
6.0,5.88107,0.15487076,Maize,FS85133,13
6.0,5.2132015,0.14390388,Maize,FS88732,20
2.0,3.3390303,0.6372242,Maize,FS227303,3
4.0,4.321889,0.12090172,Maize,NW47507,10
5.5,5.0841985,0.2178641,Maize,FS101756,6
5.0,4.7246466,0.24004085,Maize,NW56353,3
6.0,5.885995,0.13991642,Maize,FS89621,14
4.5,4.7821155,0.12333024,Maize,NW54249,26
6.0,5.784107,0.14930469,Maize,FS108045,26
6.0,5.842203,0.31809917,Maize,FS231032,3
4.5,4.4528623,0.107432194,Maize,FS110777,26
6.0,5.623434,0.14218538,Maize,FS97901,6
4.5,4.790037,0.18903112,Maize,FS112981,9
4.5,3.3385227,0.44606104,Maize,NW47063,8
4.8,4.9551415,0.24408859,Maize,FS229079,23
5.0,5.54082,0.23153564,Maize,NW29462,19
4.5,4.5058665,0.08791272,Maize,FS112909,20
4.5,4.562665,0.09555697,Maize,FS114177,10
5.5,4.7166843,0.30413583,Maize,FS98648,29
6.0,5.079503,0.19688652,Maize,FS94902,10
4.5,4.312775,0.11657572,Maize,FS71890,9
4.5,4.615374,0.19119157,Maize,FS116666,18
4.8,4.526549,0.099749684,Maize,NW45986,14
6.0,5.9856443,0.15921271,Maize,FS101207,19
3.0,2.9866214,0.13234858,Maize,NW21715,4
4.5,4.7345595,0.10763285,Maize,FS111938,23
6.0,5.3986187,0.26125333,Maize,FS109303,51
6.0,5.64206,0.14443569,Maize,FS99797,13
4.0,4.4122853,0.21625127,Maize,FS72700,7
6.0,5.7575707,0.12822168,Maize,FS98491,20
4.5,4.7771106,0.13119856,Maize,NW40506,16
6.0,5.60824,0.24986681,Maize,FS103525,16
4.5,4.3200245,0.12313559,Maize,FS183216,25
4.5,4.638891,0.14306812,Maize,FS204309,52
5.0,4.527525,0.1487169,Maize,FS223901,12
3.8,4.097034,0.1363082,Maize,FS207937,5
6.0,5.576746,0.1870981,Maize,FS104386,18
5.0,5.054759,0.11179126,Maize,NW95585,8
4.5,4.5866466,0.13050865,Maize,NW38990,3
5.0,4.779475,0.14221641,Maize,NW31790,51
3.2,3.8738446,0.20695186,Maize,FS205523,9
4.0,4.242094,0.13422066,Maize,FS70453,21
5.0,5.185509,0.17547731,Maize,NW31094,11
6.0,5.66909,0.21741708,Maize,FS107565,16
4.8,4.6743116,0.18543488,Maize,NW103104,11
6.0,5.832103,0.124099806,Maize,FS105058,19
3.8,3.8393466,0.108406425,Maize,NW49353,16
4.5,4.461846,0.07852821,Maize,FS114440,15
4.5,4.4866457,0.16520129,Maize,FS70753,12
4.0,3.8874466,0.10069322,Maize,NW48348,14
4.5,4.573202,0.13917464,Maize,NW99694,10
4.5,4.196657,0.20785001,Maize,NW46955,11
4.5,4.3919606,0.110638835,Maize,FS114866,6
3.8,4.2831383,0.09639278,Maize,NW53080,9
4.8,4.441946,0.2217148,Maize,NW41501,26
4.8,5.6112294,0.18954289,Maize,FS99868,20
4.0,4.4239397,0.27344012,Maize,NW1662,11
4.0,4.2382407,0.1307858,Maize,NW46826,5
4.5,4.134683,0.10197806,Maize,FS201433,11
6.0,5.7991266,0.14357695,Maize,FS100639,9
6.0,5.255868,0.23021427,Maize,FS107836,21
4.8,4.4738007,0.12813254,Maize,NW45547,9
5.5,4.587717,0.18501526,Maize,FS107708,19
4.0,3.8968706,0.12674652,Maize,FS201797,20
3.2,3.714264,0.1552858,Maize,FS221293,11
4.8,4.484887,0.101715475,Maize,NW47496,12
4.0,3.8926592,0.0941883,Maize,NW50931,18
4.0,3.9465723,0.08961963,Maize,NW47774,14
4.5,4.5302973,0.16527566,Maize,NW49218,16
3.5,4.3683066,0.25811893,Maize,FS111449,19
3.8,4.358877,0.22428638,Maize,FS102623,8
4.5,4.4826164,0.15099777,Maize,FS114177,28
5.0,4.6635046,0.13466993,Maize,FS113223,51
4.8,4.7432094,0.18341754,Maize,FS105228,17
4.5,4.76497,0.12259308,Maize,NW102670,15
3.2,3.6297295,0.20950387,Maize,FS143719,3
3.5,4.0926685,0.17951773,Maize,FS110517,22
4.0,4.541075,0.1238154,Maize,NW45587,16
6.0,5.752132,0.15161656,Maize,FS109044,6
4.8,4.638174,0.10934627,Maize,NW75191,20
6.0,5.4702077,0.16096507,Maize,FS230384,13
3.5,5.0947223,0.41965377,Maize,NW32790,20
4.8,5.654268,0.20554408,Maize,FS101956,4
3.8,4.3442755,0.11643474,Maize,NW51934,12
6.0,5.954719,0.23292485,Maize,FS109873,11
5.0,4.82908,0.08647886,Maize,NW31426,10
4.5,4.37144,0.108540505,Maize,FS199347,50
5.0,4.9195805,0.1936946,Maize,FS232061,21
